TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.038272	0.140230	0.021180	0.074462	0.009904	0.030298	0.007242	0.087953	0.013226	0.015879	0.006839	0.001088	0.010672	0.303918	0.238837
A	0.144145	0.068259	0.019809	0.012240	0.000973	0.008271	0.004070	0.011014	0.000938	0.004356	0.001543	0.000179	0.007637	0.204676	0.511891
person	0.127254	0.090460	0.052797	0.044020	0.009391	0.025023	0.008013	0.019645	0.002320	0.003748	0.000866	0.000165	0.003683	0.100292	0.512322
is	0.238518	0.139032	0.040841	0.116069	0.013964	0.071226	0.008908	0.044212	0.002133	0.004547	0.000779	0.000095	0.004176	0.137390	0.178111
at	0.075995	0.026666	0.044936	0.250254	0.255649	0.156405	0.017296	0.049794	0.003866	0.001000	0.000331	0.000057	0.001403	0.043090	0.073259
a	0.116611	0.057343	0.051889	0.173865	0.048074	0.262953	0.030814	0.052897	0.002622	0.003120	0.000953	0.000206	0.006647	0.094424	0.097583
diner	0.050829	0.007088	0.025808	0.081616	0.216765	0.075942	0.111574	0.021383	0.025124	0.004083	0.002802	0.000880	0.005613	0.028491	0.342004
,	0.243459	0.176873	0.044506	0.165487	0.010439	0.075468	0.010363	0.066644	0.003440	0.015442	0.001539	0.000184	0.006953	0.118626	0.060579
ordering	0.188618	0.024807	0.043392	0.061699	0.061691	0.048314	0.208098	0.026757	0.113656	0.034720	0.010905	0.001779	0.023324	0.066853	0.085387
an	0.269772	0.024909	0.037780	0.063988	0.013093	0.035261	0.101741	0.033619	0.096501	0.068801	0.023221	0.002962	0.059435	0.132599	0.036318
o	0.072977	0.004906	0.008827	0.016137	0.009697	0.006695	0.121591	0.015087	0.179225	0.093349	0.059014	0.013786	0.117953	0.068177	0.212579
##mel	0.009497	0.000853	0.002545	0.003006	0.010655	0.004409	0.234568	0.002249	0.193742	0.059541	0.049806	0.198195	0.127822	0.003738	0.099375
##ette	0.090052	0.006283	0.010905	0.014101	0.006124	0.005222	0.093169	0.017546	0.228338	0.143616	0.058329	0.031638	0.148960	0.067818	0.077898
.	0.117229	0.159158	0.034043	0.039898	0.002751	0.018098	0.006260	0.021090	0.003054	0.006983	0.002198	0.000241	0.003695	0.207178	0.378125
[SEP]	0.024142	0.034960	0.053404	0.036543	0.027785	0.029497	0.083975	0.015312	0.024204	0.023298	0.025108	0.033284	0.015074	0.034327	0.539087
