TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.032433	0.076037	0.017116	0.103752	0.034804	0.079667	0.123070	0.068413	0.040734	0.034871	0.020613	0.049434	0.032043	0.085366	0.201650
A	0.011145	0.128510	0.055551	0.223228	0.019429	0.079986	0.034613	0.033316	0.018295	0.019106	0.009636	0.003886	0.011572	0.124829	0.226898
person	0.020435	0.068099	0.026934	0.132967	0.038843	0.071748	0.082119	0.080849	0.030499	0.018994	0.012127	0.008014	0.017282	0.057458	0.333631
is	0.010630	0.118010	0.042960	0.074317	0.021773	0.090261	0.060898	0.077675	0.023361	0.015609	0.009735	0.007371	0.010702	0.065011	0.371686
at	0.029382	0.092144	0.066387	0.034273	0.007716	0.038921	0.030999	0.043827	0.007805	0.004882	0.004557	0.003132	0.002672	0.020299	0.613004
a	0.027992	0.141563	0.138179	0.056134	0.013238	0.047804	0.067809	0.055681	0.016486	0.014660	0.015573	0.008574	0.009811	0.076218	0.310278
diner	0.019189	0.037266	0.060067	0.020878	0.001832	0.017036	0.009576	0.024404	0.002482	0.001917	0.001160	0.001916	0.001205	0.022060	0.779012
,	0.015567	0.110622	0.029314	0.081514	0.013517	0.074880	0.061056	0.111138	0.024170	0.017527	0.011667	0.005215	0.011023	0.240948	0.191838
ordering	0.016524	0.036992	0.028239	0.029970	0.018537	0.057481	0.047664	0.077320	0.010876	0.009108	0.007829	0.005007	0.007234	0.074204	0.573015
an	0.041542	0.064636	0.066393	0.063487	0.027983	0.073000	0.089605	0.064260	0.025112	0.019118	0.014541	0.015820	0.016993	0.111689	0.305820
o	0.020276	0.027430	0.064503	0.047065	0.007266	0.047943	0.030826	0.029268	0.008730	0.007384	0.007264	0.020003	0.004144	0.047857	0.630041
##mel	0.013273	0.007833	0.011653	0.010149	0.002057	0.004480	0.005659	0.011317	0.003048	0.000968	0.000707	0.001142	0.000444	0.030883	0.896388
##ette	0.027905	0.044263	0.065637	0.065807	0.008585	0.053244	0.028024	0.075287	0.008101	0.006840	0.003232	0.003881	0.002160	0.097812	0.509222
.	0.009596	0.092566	0.028458	0.105945	0.007067	0.033093	0.051568	0.035642	0.015535	0.011178	0.011948	0.004083	0.018854	0.100446	0.474022
[SEP]	0.020220	0.018825	0.014876	0.025637	0.014041	0.010704	0.046336	0.016385	0.030583	0.016309	0.014451	0.013823	0.018806	0.013513	0.725491
