TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.043868	0.006617	0.003554	0.005000	0.003294	0.006775	0.001772	0.003033	0.005509	0.002782	0.001317	0.000829	0.001349	0.014650	0.899651
A	0.008835	0.007679	0.003013	0.001340	0.001724	0.000340	0.000199	0.000357	0.000379	0.000611	0.000026	0.000505	0.000521	0.008861	0.965611
person	0.023326	0.084008	0.013181	0.007760	0.001567	0.005147	0.000611	0.000613	0.000239	0.001502	0.000105	0.000454	0.000093	0.005751	0.855641
is	0.015827	0.038781	0.020846	0.009752	0.003657	0.004699	0.001177	0.004837	0.000723	0.000213	0.000057	0.000127	0.000094	0.016888	0.882321
at	0.005939	0.005860	0.014325	0.228742	0.030700	0.006204	0.002018	0.009066	0.001434	0.000369	0.000033	0.000268	0.000030	0.003786	0.691226
a	0.005618	0.001842	0.001837	0.017412	0.116089	0.017944	0.003635	0.003892	0.000737	0.000402	0.000018	0.000121	0.000098	0.002995	0.827360
diner	0.007481	0.001065	0.001343	0.003264	0.016454	0.015127	0.001981	0.005270	0.000881	0.000650	0.000157	0.000152	0.000106	0.000974	0.945096
,	0.005639	0.001006	0.002288	0.048869	0.017767	0.006509	0.020037	0.026523	0.003556	0.000159	0.000046	0.000055	0.000154	0.004326	0.863066
ordering	0.006910	0.000879	0.000498	0.001796	0.005625	0.001820	0.001434	0.275521	0.016279	0.002898	0.000252	0.000712	0.000578	0.017284	0.667515
an	0.003124	0.000208	0.000222	0.001103	0.006805	0.000451	0.000786	0.073378	0.150429	0.019041	0.000902	0.006482	0.010432	0.009518	0.717119
o	0.008160	0.001111	0.000897	0.000606	0.000316	0.000672	0.000629	0.007137	0.005508	0.069143	0.003262	0.007405	0.000621	0.006490	0.888042
##mel	0.029557	0.000197	0.000149	0.000404	0.000047	0.000053	0.000093	0.002044	0.001113	0.008707	0.101912	0.002344	0.003940	0.002006	0.847434
##ette	0.006002	0.001449	0.000302	0.000651	0.000495	0.000475	0.000777	0.002923	0.001723	0.020539	0.002614	0.015470	0.003169	0.012061	0.931349
.	0.019114	0.004161	0.001450	0.002115	0.000587	0.000476	0.000816	0.002120	0.010369	0.004474	0.000842	0.003646	0.007877	0.072909	0.869043
[SEP]	0.117218	0.007434	0.003686	0.003898	0.006281	0.012278	0.002027	0.005012	0.003515	0.011987	0.004209	0.004602	0.002399	0.019102	0.796352
