TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.525159	0.008949	0.012407	0.068896	0.009124	0.006129	0.043979	0.062857	0.007314	0.003853	0.004268	0.001812	0.001929	0.158690	0.084632
A	0.000001	0.000005	0.999990	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003
person	0.000001	0.000000	0.000001	0.999986	0.000000	0.000000	0.000000	0.000009	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000004
is	0.000002	0.000002	0.000001	0.000088	0.999887	0.000007	0.000000	0.000001	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003
at	0.000000	0.000000	0.000000	0.000000	0.000067	0.999928	0.000001	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000002
a	0.000000	0.000000	0.000001	0.000000	0.000000	0.000002	0.999997	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
diner	0.000002	0.000000	0.000000	0.000005	0.000000	0.000000	0.000009	0.999958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000027
,	0.000015	0.000000	0.000000	0.000003	0.000040	0.000008	0.000002	0.000050	0.999834	0.000004	0.000000	0.000000	0.000008	0.000000	0.000034
ordering	0.000000	0.000000	0.000000	0.000000	0.000000	0.000038	0.000000	0.000001	0.000003	0.999952	0.000005	0.000000	0.000000	0.000001	0.000001
an	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000002	0.000000	0.000000	0.000005	0.999992	0.000000	0.000000	0.000000	0.000000
o	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000007	0.999992	0.000000	0.000000	0.000001
##mel	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.999974	0.000001	0.000024
##ette	0.000028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.999967	0.000004
.	0.301547	0.000000	0.000001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000001	0.000000	0.000000	0.007758	0.690692
[SEP]	0.730116	0.000216	0.000844	0.088442	0.000929	0.000380	0.001547	0.071253	0.001626	0.000177	0.001419	0.000308	0.000595	0.035212	0.066937
