TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.020946	0.012789	0.027876	0.006754	0.010113	0.010486	0.029878	0.005350	0.018992	0.006077	0.002500	0.037265	0.007664	0.025405	0.777907
A	0.006613	0.026470	0.366662	0.108737	0.069821	0.018653	0.058921	0.009607	0.020454	0.012449	0.020256	0.018534	0.061305	0.028491	0.173028
person	0.025800	0.086750	0.012157	0.022713	0.032352	0.069340	0.049351	0.016372	0.023378	0.060703	0.005948	0.014394	0.020739	0.051334	0.508671
is	0.042179	0.108822	0.141863	0.025896	0.038105	0.031521	0.081370	0.028706	0.071845	0.066076	0.027026	0.022489	0.027574	0.064323	0.222208
at	0.031782	0.009767	0.004083	0.005556	0.006543	0.043791	0.557962	0.009194	0.020987	0.020649	0.008973	0.164227	0.003812	0.024102	0.088571
a	0.015178	0.006614	0.045158	0.026747	0.053740	0.018063	0.440774	0.006484	0.047756	0.011198	0.009196	0.030517	0.141629	0.033824	0.113121
diner	0.008015	0.004828	0.002199	0.001626	0.005722	0.008408	0.004521	0.002681	0.010061	0.009188	0.005739	0.008301	0.004575	0.014230	0.909907
,	0.028354	0.012193	0.026637	0.057582	0.100477	0.032357	0.081907	0.012281	0.143063	0.081432	0.008222	0.026988	0.041677	0.059027	0.287803
ordering	0.029092	0.006473	0.000508	0.003377	0.007342	0.013327	0.023678	0.015988	0.013554	0.088315	0.007687	0.317238	0.263302	0.078532	0.131586
an	0.005018	0.001773	0.008781	0.005734	0.009476	0.004196	0.146922	0.001970	0.032005	0.008084	0.041028	0.167855	0.490992	0.028028	0.048139
o	0.008694	0.001964	0.017786	0.023087	0.014429	0.004829	0.004328	0.013637	0.021714	0.054810	0.027833	0.502665	0.041608	0.027770	0.234847
##mel	0.005493	0.001257	0.004357	0.002391	0.003376	0.003038	0.002652	0.005004	0.001737	0.008437	0.707074	0.007518	0.010746	0.013848	0.223073
##ette	0.000231	0.000082	0.000186	0.000104	0.000184	0.000376	0.002553	0.000234	0.000788	0.000888	0.002349	0.986687	0.000879	0.001430	0.003029
.	0.019862	0.063947	0.050178	0.087718	0.050680	0.041420	0.058434	0.019638	0.165617	0.045611	0.004053	0.027968	0.049479	0.029330	0.286067
[SEP]	0.004451	0.006680	0.020992	0.009019	0.022921	0.013663	0.024240	0.003498	0.025613	0.004730	0.008447	0.007260	0.001906	0.006262	0.840316
