TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.027926	0.057598	0.028828	0.013154	0.022171	0.013510	0.002947	0.001502	0.040664	0.001948	0.000427	0.000859	0.002018	0.006378	0.780071
A	0.001038	0.014797	0.545975	0.044590	0.032462	0.014705	0.013915	0.001658	0.003737	0.001302	0.002495	0.000457	0.001740	0.002539	0.318590
person	0.006837	0.003312	0.003959	0.038109	0.030502	0.006173	0.001000	0.002636	0.004157	0.000783	0.000455	0.000187	0.000175	0.003980	0.897734
is	0.001349	0.006272	0.018333	0.021106	0.763509	0.077802	0.003225	0.008540	0.013529	0.002192	0.000282	0.000360	0.000086	0.000388	0.083025
at	0.001014	0.003020	0.016710	0.005301	0.026443	0.709368	0.141605	0.009984	0.003438	0.009276	0.003828	0.002079	0.000683	0.000658	0.066593
a	0.002928	0.001938	0.080674	0.006862	0.011324	0.077394	0.624262	0.009200	0.008000	0.005858	0.026884	0.006269	0.012486	0.002783	0.123137
diner	0.003682	0.000376	0.000129	0.001049	0.000469	0.001856	0.001119	0.011773	0.000930	0.000574	0.000311	0.000066	0.000358	0.002666	0.974639
,	0.000368	0.004929	0.003612	0.002836	0.004317	0.001706	0.000551	0.005949	0.853014	0.016111	0.001396	0.000631	0.002782	0.001447	0.100350
ordering	0.002833	0.003939	0.003010	0.000633	0.000192	0.002135	0.002728	0.001740	0.014173	0.255684	0.102112	0.024320	0.049749	0.029709	0.507043
an	0.000916	0.001109	0.007503	0.000368	0.000268	0.000655	0.006556	0.000610	0.009363	0.043060	0.353767	0.098033	0.207532	0.023993	0.246268
o	0.000555	0.001547	0.000698	0.000508	0.000299	0.000889	0.002660	0.001119	0.011934	0.015650	0.024682	0.211574	0.122494	0.011823	0.593567
##mel	0.000842	0.000619	0.000621	0.000671	0.000162	0.000179	0.000322	0.000314	0.001097	0.002471	0.002980	0.000511	0.055708	0.011309	0.922194
##ette	0.011881	0.002484	0.000348	0.001057	0.000528	0.000667	0.000434	0.004309	0.007209	0.006735	0.003727	0.000849	0.004049	0.104854	0.850868
.	0.003547	0.239014	0.016748	0.023588	0.005296	0.004314	0.000857	0.001342	0.022443	0.003730	0.003543	0.005134	0.005155	0.116975	0.548315
[SEP]	0.005934	0.003232	0.006259	0.015457	0.006321	0.006123	0.007395	0.005302	0.002405	0.002953	0.001881	0.001294	0.002274	0.027540	0.905630
