TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.048701	0.006629	0.003877	0.001522	0.000454	0.003297	0.053961	0.002289	0.004136	0.001608	0.003043	0.000358	0.007163	0.004727	0.858235
A	0.009879	0.025668	0.381043	0.031188	0.009144	0.002083	0.003554	0.001380	0.002933	0.000809	0.000127	0.000215	0.006839	0.010278	0.514862
person	0.051103	0.149599	0.008440	0.020400	0.002995	0.029682	0.002768	0.006713	0.000957	0.002932	0.000424	0.000063	0.001500	0.025016	0.697409
is	0.026870	0.017073	0.117584	0.064596	0.014746	0.012174	0.006637	0.026174	0.001078	0.000815	0.000074	0.000584	0.000129	0.009951	0.701513
at	0.056496	0.004340	0.048106	0.151260	0.001864	0.022843	0.156433	0.010093	0.006017	0.000744	0.000107	0.004877	0.000136	0.002790	0.533894
a	0.011381	0.002118	0.247334	0.103824	0.072626	0.016813	0.099534	0.005098	0.006221	0.000360	0.000143	0.000586	0.001799	0.003338	0.428826
diner	0.019331	0.000345	0.003283	0.010624	0.002253	0.019544	0.005126	0.015775	0.006084	0.000613	0.000203	0.001774	0.001928	0.004544	0.908571
,	0.008904	0.000503	0.007502	0.005499	0.046357	0.010306	0.153351	0.016023	0.048935	0.003750	0.002386	0.001322	0.006032	0.001434	0.687695
ordering	0.004623	0.001550	0.004720	0.004881	0.001530	0.004223	0.002816	0.087809	0.023157	0.012920	0.003361	0.000348	0.014331	0.007396	0.826336
an	0.012294	0.000803	0.025617	0.005486	0.003439	0.001252	0.019677	0.028711	0.152804	0.017022	0.003151	0.017086	0.077926	0.032388	0.602345
o	0.000593	0.000005	0.000063	0.000013	0.000015	0.000004	0.000460	0.000104	0.001320	0.000184	0.000405	0.983123	0.003117	0.000919	0.009673
##mel	0.013280	0.000703	0.000224	0.000034	0.000032	0.000180	0.002413	0.003279	0.001177	0.001306	0.713346	0.012976	0.013649	0.038863	0.198539
##ette	0.023636	0.000757	0.003468	0.000752	0.000234	0.001012	0.005764	0.005183	0.027861	0.020012	0.102484	0.356674	0.015415	0.025901	0.410846
.	0.047021	0.009061	0.001442	0.002562	0.001584	0.001633	0.001819	0.012646	0.036037	0.020065	0.009061	0.018330	0.046633	0.117937	0.674168
[SEP]	0.020521	0.003941	0.009431	0.016431	0.004334	0.004868	0.004895	0.004849	0.009501	0.003900	0.002647	0.001071	0.009399	0.007243	0.896969
