TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.018392	0.018348	0.006953	0.010437	0.012155	0.004772	0.012213	0.009374	0.016971	0.008421	0.000794	0.001182	0.002224	0.004541	0.873223
A	0.013697	0.100805	0.032727	0.007370	0.003808	0.004551	0.005010	0.003727	0.001996	0.006221	0.003606	0.000350	0.003433	0.011101	0.801600
person	0.013910	0.168843	0.036423	0.013864	0.036226	0.002248	0.002780	0.002000	0.006056	0.001714	0.000813	0.000142	0.003577	0.016466	0.694939
is	0.078250	0.325913	0.041189	0.049489	0.022724	0.004563	0.002572	0.007133	0.019572	0.004569	0.001246	0.001370	0.003843	0.056802	0.380763
at	0.033182	0.149214	0.019922	0.045949	0.058353	0.027633	0.034076	0.002113	0.008968	0.007382	0.003256	0.004238	0.006476	0.041166	0.558071
a	0.056239	0.233279	0.102512	0.044334	0.059752	0.018474	0.028153	0.002925	0.002045	0.002691	0.001850	0.001481	0.007082	0.032911	0.406272
diner	0.014748	0.003884	0.021246	0.004055	0.008739	0.007295	0.013042	0.000612	0.002089	0.000605	0.000991	0.001329	0.008803	0.011261	0.901300
,	0.023597	0.020483	0.025288	0.249344	0.468865	0.024186	0.051974	0.026803	0.026346	0.004265	0.000482	0.001358	0.009022	0.023031	0.044956
ordering	0.030112	0.067912	0.022840	0.090263	0.083150	0.027671	0.042750	0.029602	0.020913	0.026429	0.006002	0.014649	0.047052	0.031071	0.459584
an	0.030165	0.099893	0.050337	0.050789	0.033822	0.029011	0.034589	0.060266	0.028674	0.031675	0.013784	0.008144	0.024860	0.033848	0.470144
o	0.007455	0.015481	0.013907	0.008790	0.010773	0.007379	0.019004	0.011312	0.012907	0.025796	0.041367	0.002448	0.018838	0.020184	0.784361
##mel	0.000790	0.000395	0.000353	0.000170	0.000067	0.000655	0.001760	0.000512	0.000996	0.001868	0.003247	0.001673	0.001617	0.002864	0.983034
##ette	0.016091	0.007425	0.022528	0.014836	0.037487	0.011661	0.022976	0.012214	0.065179	0.090181	0.036557	0.003323	0.126384	0.050178	0.482980
.	0.030543	0.061583	0.037465	0.055503	0.018883	0.018332	0.034723	0.194433	0.227595	0.100853	0.016292	0.012326	0.035037	0.044897	0.111538
[SEP]	0.011562	0.006045	0.005121	0.003797	0.005931	0.005465	0.005744	0.002225	0.004897	0.004901	0.002911	0.001622	0.002239	0.008243	0.929298
