TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.020862	0.296910	0.093482	0.258979	0.027694	0.014323	0.009276	0.016348	0.009925	0.007993	0.005103	0.000636	0.006342	0.142628	0.089501
A	0.153223	0.104503	0.100946	0.036710	0.019081	0.008664	0.006890	0.005737	0.002437	0.006086	0.001744	0.001257	0.004957	0.129765	0.418002
person	0.089208	0.035664	0.026182	0.052643	0.151616	0.058489	0.077228	0.012580	0.025273	0.012989	0.003772	0.004231	0.007160	0.073900	0.369068
is	0.130936	0.066233	0.097782	0.042435	0.045708	0.014829	0.038741	0.016533	0.013888	0.003409	0.001659	0.001306	0.002601	0.040720	0.483220
at	0.018276	0.002403	0.008860	0.008099	0.051315	0.027248	0.187732	0.005188	0.005904	0.001095	0.000936	0.001195	0.000887	0.008525	0.672336
a	0.015591	0.009321	0.026618	0.017401	0.123330	0.087114	0.494692	0.006011	0.019199	0.005487	0.005646	0.003851	0.007055	0.018280	0.160403
diner	0.003670	0.001781	0.003594	0.005802	0.013741	0.030507	0.086560	0.006034	0.005709	0.007453	0.015749	0.016940	0.010268	0.012917	0.779277
,	0.103671	0.042177	0.075649	0.059828	0.052094	0.013178	0.031047	0.009404	0.014512	0.004066	0.002189	0.002368	0.005727	0.026369	0.557722
ordering	0.005491	0.001983	0.014452	0.004596	0.011114	0.014826	0.225259	0.002971	0.015744	0.012134	0.029927	0.022775	0.098578	0.009034	0.531115
an	0.037923	0.011502	0.014644	0.011522	0.012365	0.013767	0.138479	0.016048	0.034074	0.030538	0.038282	0.024542	0.085049	0.042587	0.488679
o	0.005567	0.001688	0.003260	0.002972	0.001468	0.002383	0.045983	0.004627	0.001888	0.001474	0.007097	0.013700	0.011996	0.006927	0.888971
##mel	0.004145	0.000605	0.000280	0.000479	0.000253	0.000405	0.031381	0.001401	0.001774	0.001711	0.007722	0.022089	0.021609	0.004413	0.901734
##ette	0.006020	0.003648	0.003859	0.005730	0.002923	0.002642	0.038632	0.012207	0.012308	0.008952	0.014600	0.021129	0.040228	0.017487	0.809636
.	0.249999	0.050747	0.036421	0.021575	0.007999	0.010419	0.003921	0.018527	0.003409	0.011932	0.002151	0.003713	0.005647	0.034187	0.539355
[SEP]	0.041002	0.011922	0.005932	0.009957	0.003993	0.006530	0.004505	0.023362	0.004435	0.007368	0.004165	0.005746	0.007270	0.030023	0.833790
