TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.577574	0.020213	0.010442	0.019137	0.019433	0.018914	0.010857	0.040000	0.019534	0.011733	0.008202	0.007906	0.013633	0.049065	0.173359
A	0.862301	0.007757	0.012001	0.010703	0.001413	0.000512	0.000006	0.000655	0.000283	0.000957	0.000004	0.000036	0.000651	0.008184	0.094537
person	0.223827	0.584582	0.006734	0.021164	0.004620	0.007885	0.000367	0.000553	0.001694	0.000353	0.000006	0.000011	0.006581	0.021411	0.120210
is	0.508491	0.032284	0.181906	0.024648	0.006658	0.004752	0.005036	0.005568	0.000485	0.001002	0.000451	0.000435	0.000021	0.007859	0.220404
at	0.288736	0.003288	0.042477	0.542244	0.009351	0.001560	0.025201	0.008479	0.000813	0.000035	0.000098	0.000152	0.000001	0.000777	0.076789
a	0.233765	0.002906	0.009438	0.048766	0.546577	0.019764	0.013062	0.029176	0.027277	0.002158	0.000085	0.001216	0.000224	0.002075	0.063512
diner	0.285849	0.003346	0.000817	0.003033	0.032857	0.525792	0.002497	0.024645	0.004888	0.002867	0.000024	0.000002	0.000117	0.002432	0.110834
,	0.454656	0.004465	0.007007	0.023765	0.014568	0.084343	0.099438	0.055498	0.083810	0.036458	0.003113	0.003822	0.000418	0.011519	0.117120
ordering	0.653070	0.000047	0.000842	0.003245	0.000336	0.002762	0.000255	0.170704	0.002888	0.015985	0.000968	0.000299	0.000149	0.002393	0.146056
an	0.354153	0.000225	0.000213	0.002018	0.011508	0.002471	0.002954	0.032793	0.468068	0.033620	0.005502	0.024177	0.002126	0.011745	0.048428
o	0.567524	0.000125	0.000495	0.000095	0.000200	0.001395	0.001397	0.017808	0.006716	0.113838	0.002498	0.001234	0.001883	0.035786	0.249006
##mel	0.184857	0.000994	0.000502	0.000590	0.000229	0.000856	0.000944	0.043518	0.000293	0.001392	0.492513	0.002449	0.002197	0.028589	0.240077
##ette	0.004424	0.000008	0.000020	0.000037	0.000002	0.000029	0.000008	0.008585	0.000181	0.017290	0.001190	0.922576	0.000073	0.003579	0.041998
.	0.393943	0.004793	0.001099	0.006832	0.002805	0.003052	0.000439	0.011326	0.043344	0.094984	0.015513	0.016412	0.100053	0.147914	0.157490
[SEP]	0.780364	0.004805	0.004568	0.006046	0.007070	0.009854	0.003035	0.012584	0.012741	0.012888	0.000633	0.001390	0.001146	0.054316	0.088560
