TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.504773	0.024278	0.031905	0.029541	0.015536	0.016986	0.018678	0.039501	0.030194	0.013001	0.018154	0.007819	0.011411	0.079193	0.159030
A	0.323263	0.024986	0.121837	0.047057	0.027033	0.024765	0.072664	0.059954	0.030810	0.019520	0.017582	0.011448	0.012230	0.099455	0.107396
person	0.232954	0.082085	0.068287	0.049137	0.046953	0.036314	0.096497	0.052599	0.094867	0.008492	0.007127	0.004227	0.010180	0.072696	0.137585
is	0.296380	0.029024	0.230541	0.032773	0.038037	0.020010	0.036280	0.038050	0.015676	0.010357	0.008602	0.003988	0.002680	0.068317	0.169284
at	0.171660	0.028606	0.025756	0.038568	0.016041	0.018561	0.447762	0.024288	0.021232	0.013341	0.003135	0.006699	0.000733	0.064772	0.118844
a	0.390385	0.019345	0.070804	0.064410	0.019851	0.013076	0.047206	0.048525	0.011983	0.012974	0.009155	0.019573	0.011017	0.102619	0.159075
diner	0.016613	0.027306	0.005083	0.017401	0.046377	0.019932	0.179523	0.032330	0.147277	0.007881	0.002944	0.021560	0.005734	0.047076	0.422964
,	0.632843	0.012240	0.026011	0.023112	0.009719	0.009765	0.007239	0.024645	0.012875	0.013324	0.015782	0.003963	0.013687	0.057704	0.137089
ordering	0.007716	0.002880	0.002078	0.003587	0.003437	0.003107	0.800200	0.007915	0.058539	0.004046	0.001112	0.027863	0.002082	0.012721	0.062717
an	0.471712	0.021302	0.040426	0.042504	0.010913	0.010781	0.020959	0.043680	0.013488	0.004635	0.011324	0.012689	0.028381	0.076531	0.190672
o	0.613835	0.004433	0.000295	0.008473	0.001034	0.003806	0.005925	0.020062	0.003855	0.006066	0.001767	0.003069	0.003030	0.070890	0.253459
##mel	0.294933	0.008277	0.000914	0.004770	0.003329	0.011420	0.038695	0.030805	0.011836	0.007954	0.005756	0.002873	0.021924	0.063383	0.493131
##ette	0.022982	0.004756	0.006414	0.006232	0.006369	0.004284	0.643221	0.009234	0.137526	0.005714	0.005632	0.059605	0.004357	0.024682	0.058991
.	0.647369	0.011389	0.016378	0.019230	0.006172	0.008237	0.007625	0.024661	0.011271	0.010433	0.023519	0.004699	0.015234	0.053758	0.140025
[SEP]	0.756594	0.002679	0.006623	0.007136	0.001874	0.003546	0.010263	0.015322	0.004406	0.005107	0.009653	0.002194	0.003775	0.046256	0.124572
