TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.027579	0.076003	0.010944	0.034823	0.039263	0.078668	0.006993	0.058383	0.015108	0.006453	0.001994	0.000549	0.002113	0.010217	0.630910
A	0.047790	0.215914	0.041980	0.053604	0.053837	0.111698	0.005176	0.075462	0.014049	0.020933	0.002002	0.000558	0.002312	0.057647	0.297038
person	0.018281	0.025081	0.013246	0.024907	0.020886	0.063460	0.012644	0.024726	0.012567	0.016175	0.001647	0.000135	0.001096	0.020482	0.744667
is	0.107375	0.068446	0.053691	0.055061	0.039869	0.081831	0.015285	0.094839	0.063791	0.033607	0.004102	0.000936	0.003878	0.058038	0.319251
at	0.025874	0.028674	0.030541	0.050025	0.131619	0.117737	0.061182	0.029506	0.148548	0.035388	0.004325	0.000869	0.003801	0.028618	0.303292
a	0.065741	0.120238	0.105502	0.031937	0.110008	0.282339	0.024672	0.017591	0.017811	0.033200	0.003661	0.001499	0.005908	0.055100	0.124796
diner	0.018553	0.007981	0.020895	0.009573	0.024384	0.054404	0.102281	0.017386	0.039064	0.037640	0.028198	0.046417	0.035171	0.013876	0.544177
,	0.030835	0.091993	0.022767	0.162312	0.036319	0.028018	0.014878	0.067670	0.033733	0.021637	0.003627	0.000978	0.006024	0.054899	0.424309
ordering	0.016353	0.023503	0.019678	0.063617	0.036038	0.025167	0.048710	0.019889	0.190735	0.120477	0.009439	0.007388	0.046784	0.018897	0.353326
an	0.032385	0.043291	0.016919	0.026479	0.039192	0.124403	0.023671	0.021630	0.089223	0.214946	0.012330	0.011834	0.023755	0.032702	0.287240
o	0.015483	0.010957	0.008775	0.004796	0.013002	0.071902	0.111834	0.013151	0.024413	0.073839	0.043554	0.029079	0.041223	0.021252	0.516740
##mel	0.014186	0.003597	0.007679	0.005023	0.004684	0.014021	0.247745	0.005936	0.039566	0.038609	0.044280	0.081884	0.045651	0.016730	0.430408
##ette	0.023603	0.014304	0.013329	0.011576	0.013048	0.046384	0.104701	0.022893	0.044403	0.078130	0.031680	0.040029	0.047034	0.040322	0.468564
.	0.046861	0.105261	0.027839	0.141111	0.060966	0.055538	0.010844	0.111533	0.055061	0.026683	0.010839	0.007260	0.014239	0.039635	0.286330
[SEP]	0.015204	0.006616	0.003639	0.008625	0.005803	0.007294	0.005621	0.011743	0.008812	0.005118	0.007302	0.003786	0.002179	0.007331	0.900927
