TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.752168	0.029936	0.022252	0.034082	0.029701	0.019859	0.028694	0.017840	0.013582	0.007487	0.008340	0.006511	0.010356	0.011484	0.007706
A	0.005121	0.000638	0.993901	0.000138	0.000015	0.000007	0.000045	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000001	0.000133
person	0.033475	0.000181	0.001686	0.964049	0.000205	0.000009	0.000013	0.000312	0.000009	0.000000	0.000005	0.000010	0.000001	0.000000	0.000045
is	0.001639	0.000086	0.000006	0.000270	0.997396	0.000209	0.000003	0.000002	0.000388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
at	0.001439	0.000706	0.000044	0.000003	0.000627	0.996992	0.000104	0.000001	0.000046	0.000038	0.000000	0.000000	0.000000	0.000000	0.000000
a	0.001353	0.000004	0.001109	0.000004	0.000008	0.000596	0.996886	0.000015	0.000007	0.000004	0.000014	0.000000	0.000000	0.000000	0.000000
diner	0.166816	0.000000	0.000166	0.000229	0.000035	0.000057	0.001892	0.830308	0.000010	0.000072	0.000040	0.000345	0.000000	0.000000	0.000029
,	0.005352	0.000000	0.000000	0.000006	0.000920	0.000156	0.000218	0.001176	0.991642	0.000223	0.000006	0.000167	0.000135	0.000000	0.000000
ordering	0.012136	0.000019	0.000078	0.000000	0.000093	0.002080	0.001277	0.000277	0.000740	0.982224	0.000113	0.000201	0.000259	0.000477	0.000026
an	0.002269	0.000000	0.000007	0.000000	0.000000	0.000002	0.001118	0.000016	0.000151	0.000571	0.995442	0.000157	0.000025	0.000018	0.000224
o	0.002559	0.000000	0.000000	0.000001	0.000000	0.000000	0.000001	0.000104	0.000048	0.000005	0.000273	0.996891	0.000056	0.000004	0.000057
##mel	0.026296	0.000001	0.000000	0.000000	0.000002	0.000000	0.000000	0.000019	0.000045	0.000278	0.000037	0.001466	0.971648	0.000075	0.000132
##ette	0.145444	0.001091	0.000004	0.000000	0.000000	0.000008	0.000006	0.000000	0.000001	0.007953	0.000677	0.000330	0.000295	0.839511	0.004680
.	0.009805	0.000000	0.000075	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000003	0.000388	0.000026	0.000015	0.000273	0.989415
[SEP]	0.999635	0.000000	0.000000	0.000014	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000115	0.000018	0.000004	0.000214
