TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.060404	0.144773	0.225045	0.065635	0.021958	0.028962	0.014114	0.023521	0.031563	0.046373	0.005759	0.000818	0.008481	0.106107	0.216487
A	0.006848	0.468238	0.045987	0.039339	0.001520	0.013633	0.002305	0.011718	0.000952	0.002817	0.000541	0.000046	0.000356	0.073586	0.332115
person	0.013093	0.159163	0.068313	0.042983	0.007436	0.022830	0.008091	0.023277	0.003708	0.008864	0.002377	0.000370	0.001528	0.037180	0.600788
is	0.006078	0.075101	0.045125	0.049134	0.006223	0.019650	0.005073	0.020287	0.003669	0.007155	0.001277	0.000159	0.000807	0.048710	0.711551
at	0.004110	0.008299	0.016091	0.020834	0.011872	0.018082	0.009602	0.034479	0.005151	0.015661	0.002791	0.000476	0.001185	0.013967	0.837400
a	0.003742	0.053440	0.033539	0.043915	0.011784	0.027735	0.009595	0.036705	0.004991	0.018546	0.003204	0.000662	0.001815	0.027065	0.723260
diner	0.018537	0.038932	0.048803	0.038601	0.012610	0.027411	0.023894	0.027293	0.007679	0.024293	0.008858	0.001419	0.003501	0.011773	0.706397
,	0.003233	0.051288	0.034903	0.025406	0.003836	0.011885	0.009836	0.030877	0.005999	0.008212	0.001545	0.000302	0.001867	0.030516	0.780294
ordering	0.006863	0.010908	0.011648	0.009742	0.002191	0.006756	0.004561	0.012250	0.004160	0.013427	0.002533	0.000438	0.001251	0.010259	0.903013
an	0.005929	0.026964	0.016108	0.026068	0.014296	0.025987	0.010304	0.021412	0.013163	0.079203	0.008332	0.002475	0.005956	0.023859	0.719944
o	0.002937	0.007824	0.007058	0.006043	0.002274	0.003739	0.006100	0.003067	0.004630	0.015517	0.007127	0.000964	0.003093	0.004804	0.924825
##mel	0.003384	0.007873	0.005582	0.004279	0.000400	0.002491	0.003293	0.001256	0.001736	0.005086	0.002260	0.000937	0.001259	0.003145	0.957019
##ette	0.005917	0.013927	0.012619	0.008374	0.001779	0.007502	0.004494	0.005353	0.004190	0.013210	0.003899	0.001099	0.002289	0.010318	0.905029
.	0.061036	0.215453	0.078309	0.069815	0.010422	0.021160	0.010594	0.035018	0.014017	0.010459	0.004202	0.001253	0.003355	0.110723	0.354182
[SEP]	0.066963	0.083571	0.086739	0.092197	0.070457	0.083652	0.047955	0.085168	0.055592	0.067014	0.041697	0.036007	0.050217	0.071799	0.060972
