TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.000004	0.000082	0.000002	0.000274	0.000373	0.000285	0.000001	0.000033	0.000002	0.000090	0.000136	0.000000	0.000003	0.000001	0.998713
A	0.131135	0.005565	0.075012	0.023982	0.033194	0.013240	0.180381	0.132836	0.029415	0.039228	0.029198	0.022066	0.089254	0.154447	0.041048
person	0.022423	0.011528	0.089923	0.024739	0.034517	0.011612	0.114960	0.039475	0.422892	0.014574	0.008728	0.026958	0.133785	0.022526	0.021360
is	0.052142	0.027732	0.116303	0.022841	0.109152	0.031975	0.031826	0.204828	0.016833	0.055750	0.019422	0.033168	0.005939	0.264412	0.007677
at	0.073499	0.036272	0.033485	0.050022	0.042959	0.035971	0.026820	0.265012	0.014097	0.049047	0.028020	0.057205	0.018089	0.253802	0.015699
a	0.033155	0.016139	0.015945	0.038815	0.038612	0.009221	0.029105	0.233441	0.009831	0.022116	0.010240	0.018282	0.023713	0.493432	0.007953
diner	0.006243	0.037100	0.063189	0.061588	0.041184	0.023061	0.122026	0.031706	0.301069	0.027460	0.039940	0.045964	0.169402	0.019226	0.010842
,	0.013268	0.006739	0.009497	0.010296	0.011148	0.005163	0.010433	0.170982	0.002682	0.009856	0.003043	0.008985	0.005947	0.731330	0.000633
ordering	0.013175	0.013852	0.113549	0.050685	0.011310	0.020295	0.463201	0.016404	0.081300	0.038712	0.056239	0.067110	0.031284	0.013839	0.009047
an	0.035337	0.045394	0.033271	0.042813	0.076843	0.033428	0.049275	0.142046	0.030281	0.018450	0.036990	0.056647	0.040938	0.349938	0.008349
o	0.057414	0.071221	0.061847	0.075697	0.056335	0.045528	0.139640	0.040171	0.132125	0.066106	0.043020	0.062396	0.093012	0.038701	0.016787
##mel	0.018602	0.041707	0.019537	0.019520	0.011045	0.020666	0.389604	0.009674	0.096925	0.016969	0.107294	0.032090	0.199752	0.010265	0.006352
##ette	0.004655	0.076939	0.029136	0.017452	0.017035	0.049908	0.287893	0.008064	0.138880	0.034033	0.089448	0.109899	0.117189	0.016614	0.002854
.	0.012346	0.006710	0.007110	0.010971	0.011637	0.004062	0.009997	0.256250	0.002554	0.008181	0.003259	0.009485	0.009161	0.647436	0.000841
[SEP]	0.100693	0.071234	0.037344	0.041920	0.170972	0.182605	0.008943	0.066429	0.016335	0.158913	0.022255	0.017263	0.003255	0.061233	0.040607
