TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.224189	0.021267	0.026485	0.036951	0.022027	0.029286	0.038370	0.015720	0.026456	0.017642	0.010538	0.009764	0.004796	0.043096	0.473415
A	0.097059	0.103206	0.031378	0.075582	0.059470	0.068760	0.045067	0.048332	0.061112	0.038468	0.024813	0.010286	0.030669	0.070690	0.235107
person	0.104859	0.064584	0.004175	0.088639	0.064945	0.075628	0.027164	0.044500	0.253450	0.049587	0.017055	0.006352	0.025905	0.041323	0.131834
is	0.061190	0.046451	0.022784	0.063352	0.022714	0.028046	0.011942	0.119628	0.185712	0.030203	0.018080	0.002630	0.024421	0.115500	0.247347
at	0.172132	0.048570	0.025248	0.049054	0.011458	0.032441	0.023700	0.050896	0.053892	0.023870	0.019714	0.009039	0.040410	0.081462	0.358112
a	0.104618	0.107575	0.025177	0.042073	0.051896	0.076632	0.019341	0.053095	0.047665	0.057332	0.036960	0.009303	0.021322	0.108476	0.238536
diner	0.192771	0.074679	0.062311	0.039132	0.039815	0.061825	0.004146	0.117373	0.020674	0.036197	0.023105	0.015963	0.013876	0.143381	0.154752
,	0.093664	0.079104	0.019119	0.093502	0.096675	0.060430	0.039730	0.027025	0.034222	0.051209	0.029307	0.008457	0.017918	0.077693	0.271947
ordering	0.180763	0.046278	0.049263	0.138386	0.050001	0.033993	0.006812	0.073155	0.002506	0.025424	0.005868	0.008515	0.005881	0.154095	0.219058
an	0.072361	0.089961	0.025010	0.038469	0.056147	0.081781	0.020976	0.045498	0.074005	0.065768	0.111932	0.020244	0.019639	0.092848	0.185360
o	0.407548	0.034609	0.005265	0.022818	0.030347	0.021530	0.004730	0.017786	0.018464	0.014191	0.004795	0.005495	0.017549	0.047010	0.347862
##mel	0.505382	0.022127	0.029150	0.017607	0.008032	0.011095	0.009366	0.009791	0.013719	0.006886	0.005487	0.004564	0.011557	0.021439	0.323797
##ette	0.242719	0.044899	0.042942	0.036604	0.050084	0.048468	0.012494	0.055920	0.025884	0.044122	0.085313	0.039143	0.004994	0.095130	0.171284
.	0.077167	0.079520	0.045673	0.081554	0.067225	0.082409	0.046300	0.031125	0.045310	0.075928	0.044449	0.009225	0.014530	0.084243	0.215341
[SEP]	0.561076	0.011651	0.004597	0.003230	0.003706	0.009958	0.001757	0.003081	0.002778	0.007629	0.003125	0.003047	0.002145	0.011291	0.370931
