TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.040684	0.035432	0.030284	0.085902	0.007583	0.034455	0.016822	0.010604	0.004655	0.008799	0.004840	0.008378	0.009350	0.036391	0.665823
A	0.006998	0.019669	0.011732	0.035404	0.002383	0.014692	0.004164	0.007607	0.001343	0.003466	0.000888	0.000622	0.001256	0.011503	0.878273
person	0.010456	0.038842	0.024349	0.050047	0.009311	0.025968	0.010138	0.009731	0.004756	0.009216	0.002111	0.000812	0.002021	0.018896	0.783347
is	0.003429	0.007665	0.011946	0.013286	0.005463	0.007309	0.007379	0.006634	0.004111	0.003857	0.001182	0.000492	0.002009	0.009003	0.916234
at	0.003454	0.005270	0.013372	0.008808	0.004201	0.005353	0.002449	0.004747	0.004253	0.006803	0.001009	0.000263	0.000888	0.007923	0.931206
a	0.001705	0.006619	0.009630	0.007407	0.003224	0.004633	0.003484	0.003023	0.002094	0.003630	0.000690	0.000187	0.000687	0.005736	0.947251
diner	0.008518	0.022825	0.018080	0.009034	0.002375	0.008232	0.007069	0.004349	0.006674	0.009681	0.004544	0.001586	0.004609	0.015066	0.877358
,	0.003517	0.010461	0.011495	0.006563	0.002591	0.003652	0.002972	0.008447	0.002382	0.002594	0.000557	0.000296	0.000863	0.008994	0.934616
ordering	0.001580	0.002384	0.004626	0.003404	0.001889	0.001507	0.003812	0.002961	0.004923	0.005022	0.002036	0.000439	0.001954	0.005207	0.958255
an	0.002414	0.009515	0.008099	0.010164	0.003690	0.006291	0.002949	0.004725	0.004254	0.008761	0.001487	0.000495	0.001203	0.011298	0.924658
o	0.000404	0.000551	0.001551	0.000602	0.000163	0.000166	0.000830	0.000246	0.000419	0.000437	0.000371	0.000087	0.000245	0.000912	0.993017
##mel	0.000266	0.000553	0.001506	0.000668	0.000137	0.000157	0.000982	0.000378	0.000520	0.000611	0.000603	0.000093	0.000414	0.000974	0.992140
##ette	0.000385	0.000701	0.001873	0.000787	0.000245	0.000193	0.001589	0.000456	0.000773	0.000701	0.000821	0.000171	0.000612	0.001252	0.989440
.	0.022456	0.081707	0.032777	0.023213	0.007227	0.018578	0.012505	0.014766	0.007455	0.010664	0.004784	0.003191	0.005349	0.031145	0.724181
[SEP]	0.085715	0.077255	0.061721	0.067615	0.064799	0.077300	0.053292	0.063811	0.056012	0.064254	0.053272	0.068531	0.054272	0.069742	0.082407
