TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.137980	0.031745	0.002781	0.000180	0.000620	0.003121	0.000175	0.001913	0.000383	0.000463	0.000030	0.000004	0.000142	0.034720	0.785744
A	0.024030	0.001861	0.000016	0.000013	0.001876	0.000004	0.000001	0.000001	0.000088	0.000013	0.000000	0.000000	0.000003	0.021913	0.950182
person	0.000696	0.967073	0.000546	0.000070	0.000408	0.004417	0.000102	0.000001	0.000009	0.000160	0.000022	0.000003	0.000007	0.000444	0.026043
is	0.000594	0.004630	0.967929	0.016783	0.001503	0.000211	0.001426	0.000003	0.000034	0.000001	0.000004	0.000000	0.000056	0.000017	0.006808
at	0.000036	0.000053	0.003493	0.994564	0.000620	0.000136	0.000154	0.000005	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000937
a	0.000448	0.000026	0.000101	0.000708	0.989795	0.002114	0.000121	0.000014	0.000377	0.000001	0.000000	0.000000	0.000000	0.000001	0.006294
diner	0.015547	0.003071	0.002802	0.000779	0.006207	0.667391	0.001084	0.002579	0.000331	0.000515	0.000023	0.000001	0.000005	0.000037	0.299628
,	0.000520	0.000007	0.009114	0.004129	0.001133	0.000221	0.933344	0.010281	0.002835	0.000002	0.000003	0.000021	0.000060	0.000002	0.038326
ordering	0.001038	0.000023	0.000253	0.000047	0.000080	0.000139	0.000115	0.956550	0.001927	0.003425	0.000142	0.000002	0.000032	0.000144	0.036084
an	0.000491	0.000002	0.000005	0.000001	0.000819	0.000005	0.000072	0.000887	0.978581	0.004433	0.000026	0.000007	0.000232	0.000169	0.014270
o	0.000031	0.000059	0.000003	0.000000	0.000002	0.000009	0.000025	0.000014	0.002094	0.996257	0.000055	0.000005	0.000072	0.000052	0.001323
##mel	0.000005	0.000001	0.000001	0.000000	0.000000	0.000000	0.000000	0.000004	0.000001	0.000981	0.998940	0.000001	0.000001	0.000001	0.000063
##ette	0.000008	0.000007	0.000025	0.000002	0.000001	0.000000	0.000008	0.000014	0.000106	0.001395	0.000235	0.996534	0.000267	0.000108	0.001291
.	0.002284	0.001702	0.001970	0.000118	0.000032	0.000005	0.000717	0.000023	0.009993	0.001204	0.000187	0.015145	0.726208	0.042648	0.197764
[SEP]	0.472441	0.019959	0.009934	0.014364	0.010562	0.035446	0.005561	0.017809	0.010656	0.021169	0.020491	0.004906	0.006858	0.034725	0.315118
