TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.004849	0.249595	0.061484	0.196404	0.041759	0.045259	0.010728	0.030770	0.042567	0.030218	0.017279	0.002095	0.010707	0.083394	0.172892
A	0.041253	0.064497	0.093122	0.029961	0.001434	0.014613	0.006865	0.002803	0.001200	0.001453	0.000155	0.000051	0.000328	0.005589	0.736677
person	0.038003	0.029690	0.155925	0.012205	0.005778	0.024949	0.008479	0.005485	0.003298	0.004085	0.000745	0.000386	0.001617	0.008851	0.700502
is	0.027265	0.007153	0.024861	0.273884	0.023853	0.005817	0.004586	0.022436	0.003364	0.001093	0.000210	0.000040	0.000188	0.012028	0.593222
at	0.020606	0.000200	0.001963	0.004326	0.320735	0.008411	0.353781	0.000920	0.007151	0.001397	0.000408	0.000408	0.001090	0.002957	0.275647
a	0.054727	0.010742	0.020088	0.003288	0.038095	0.125546	0.123858	0.002434	0.025544	0.041358	0.002514	0.001872	0.005381	0.004542	0.540011
diner	0.006100	0.000370	0.001150	0.000429	0.039930	0.008586	0.409896	0.002439	0.046664	0.013427	0.005334	0.005983	0.006969	0.001582	0.451141
,	0.014032	0.001653	0.003372	0.017163	0.001539	0.001092	0.002624	0.579579	0.003707	0.002113	0.000131	0.000180	0.000394	0.006833	0.365586
ordering	0.018431	0.000286	0.000410	0.000419	0.009077	0.003339	0.167348	0.003786	0.214823	0.105942	0.005495	0.006258	0.053580	0.006721	0.404086
an	0.022238	0.001243	0.000757	0.000305	0.001220	0.008437	0.082674	0.001607	0.164031	0.417727	0.020917	0.012025	0.090331	0.003453	0.173037
o	0.012149	0.000173	0.000300	0.000181	0.003462	0.002147	0.144030	0.000230	0.020197	0.029661	0.288303	0.084324	0.051444	0.003964	0.359435
##mel	0.003844	0.000007	0.000059	0.000018	0.000661	0.000435	0.058738	0.000131	0.014106	0.016079	0.080521	0.428007	0.036819	0.001673	0.358903
##ette	0.012330	0.000559	0.000970	0.000435	0.006120	0.006704	0.181383	0.001197	0.196899	0.150232	0.058553	0.033083	0.191757	0.003874	0.155904
.	0.184138	0.013354	0.024563	0.008170	0.000710	0.002229	0.004509	0.009216	0.003585	0.003951	0.000351	0.000166	0.001380	0.060502	0.683174
[SEP]	0.009710	0.001665	0.002900	0.002506	0.000659	0.001011	0.003543	0.002646	0.001618	0.000735	0.000804	0.000559	0.000413	0.006517	0.964714
