TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.117462	0.065179	0.027471	0.060624	0.011269	0.019282	0.012415	0.023869	0.024650	0.011193	0.000831	0.005554	0.006381	0.055538	0.558283
A	0.032358	0.228123	0.145094	0.234449	0.010666	0.016092	0.007229	0.040876	0.010194	0.006556	0.000789	0.002137	0.001847	0.228863	0.034726
person	0.117852	0.294483	0.044039	0.062025	0.004081	0.016864	0.002032	0.040357	0.001352	0.005326	0.005147	0.004602	0.001418	0.251291	0.149132
is	0.112566	0.282278	0.159579	0.030633	0.024780	0.026028	0.006655	0.045701	0.006014	0.009615	0.004800	0.001364	0.002900	0.131483	0.155603
at	0.107499	0.130915	0.214107	0.159944	0.020954	0.014431	0.007997	0.048056	0.008511	0.005757	0.004929	0.002379	0.005387	0.119224	0.149910
a	0.076980	0.215417	0.085662	0.338650	0.019670	0.018548	0.001884	0.049424	0.005165	0.004478	0.001163	0.000881	0.000804	0.096561	0.084711
diner	0.198771	0.034890	0.031639	0.018990	0.079308	0.015021	0.004366	0.016157	0.010985	0.004097	0.007541	0.003817	0.006429	0.042577	0.525410
,	0.211955	0.247455	0.033018	0.102059	0.005274	0.012342	0.000335	0.070304	0.001639	0.003146	0.000731	0.000240	0.000444	0.129825	0.181235
ordering	0.043319	0.142485	0.266678	0.174246	0.087162	0.021166	0.046180	0.031089	0.048594	0.014045	0.006053	0.012525	0.014093	0.055634	0.036732
an	0.067363	0.107646	0.150162	0.270158	0.069980	0.018958	0.018884	0.035109	0.093090	0.014775	0.004297	0.004701	0.010761	0.079770	0.054347
o	0.051843	0.038720	0.027391	0.036557	0.022464	0.011956	0.150611	0.012523	0.154820	0.033577	0.017608	0.055373	0.090023	0.080078	0.216458
##mel	0.018973	0.018462	0.024099	0.007180	0.032441	0.013780	0.067488	0.003490	0.122235	0.027461	0.013207	0.024205	0.174477	0.039556	0.412946
##ette	0.029485	0.018103	0.030873	0.030297	0.062098	0.015664	0.108904	0.010782	0.543274	0.041622	0.003192	0.010039	0.044794	0.033093	0.017782
.	0.083477	0.335235	0.070281	0.113290	0.022616	0.028970	0.006342	0.058270	0.010267	0.013883	0.001809	0.004437	0.005057	0.102440	0.143626
[SEP]	0.001237	0.002398	0.001950	0.000608	0.000514	0.000744	0.001183	0.001105	0.000262	0.000876	0.000450	0.000916	0.000882	0.001302	0.985573
