TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.102932	0.055595	0.012371	0.010109	0.046892	0.017220	0.009265	0.024409	0.011206	0.013059	0.004064	0.002467	0.005673	0.009042	0.675696
A	0.002637	0.013442	0.054284	0.128912	0.106092	0.099753	0.006523	0.258725	0.155495	0.055596	0.001472	0.000719	0.001562	0.021631	0.093156
person	0.005918	0.004576	0.019570	0.039534	0.033868	0.023428	0.009409	0.120730	0.053366	0.012436	0.001517	0.001305	0.000936	0.024275	0.649133
is	0.005355	0.034704	0.026630	0.013764	0.074553	0.075325	0.012059	0.355729	0.110308	0.027706	0.001476	0.000624	0.000933	0.014160	0.246674
at	0.016129	0.015494	0.021027	0.023905	0.010707	0.062108	0.101886	0.106873	0.070117	0.014346	0.002507	0.001045	0.004749	0.009671	0.539437
a	0.021130	0.020030	0.031005	0.060073	0.021128	0.125747	0.078955	0.091077	0.115455	0.033829	0.002602	0.001446	0.004469	0.013080	0.379976
diner	0.012688	0.009419	0.008711	0.016591	0.002217	0.006284	0.020641	0.008427	0.010219	0.003464	0.002666	0.001343	0.003774	0.013329	0.880227
,	0.002816	0.005987	0.004641	0.004038	0.002673	0.005956	0.001853	0.037046	0.077100	0.083968	0.007365	0.002533	0.007829	0.021503	0.734692
ordering	0.005135	0.007889	0.010330	0.005660	0.002713	0.003391	0.006243	0.002235	0.051237	0.066799	0.071742	0.008206	0.031535	0.035224	0.691660
an	0.008233	0.008669	0.005813	0.003302	0.000726	0.001277	0.004337	0.001634	0.026047	0.013413	0.013917	0.007239	0.012623	0.033955	0.858816
o	0.013055	0.011667	0.003391	0.001609	0.001128	0.001557	0.008470	0.003308	0.012865	0.014373	0.007922	0.025396	0.123925	0.019224	0.752109
##mel	0.002676	0.004463	0.001450	0.001320	0.000493	0.000561	0.003418	0.000507	0.001346	0.002174	0.002268	0.006637	0.028455	0.007857	0.936376
##ette	0.013817	0.015055	0.011234	0.020418	0.004268	0.002248	0.009243	0.004926	0.022527	0.013987	0.025879	0.018142	0.018929	0.017174	0.802152
.	0.150765	0.117695	0.048597	0.046474	0.030072	0.014479	0.008987	0.028292	0.029657	0.014176	0.006630	0.005394	0.006479	0.012395	0.479908
[SEP]	0.012196	0.003763	0.001657	0.001473	0.000891	0.001059	0.001986	0.001834	0.002462	0.003108	0.002646	0.001344	0.003779	0.004432	0.957370
