TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.054014	0.029230	0.070362	0.032915	0.023069	0.022470	0.026187	0.011494	0.026735	0.007936	0.009209	0.005347	0.005892	0.015828	0.659312
A	0.008669	0.025038	0.069200	0.127020	0.074029	0.209049	0.077908	0.086401	0.117184	0.045111	0.005393	0.002614	0.011172	0.066501	0.074712
person	0.012254	0.020548	0.013650	0.011310	0.036076	0.228111	0.098097	0.055873	0.060656	0.124802	0.016842	0.009111	0.019710	0.038370	0.254591
is	0.007628	0.010461	0.017556	0.021589	0.044606	0.126307	0.191184	0.206609	0.165598	0.061568	0.023435	0.009167	0.022150	0.042910	0.049232
at	0.006420	0.002546	0.008089	0.041310	0.031057	0.047667	0.165155	0.158275	0.308017	0.032953	0.008797	0.003908	0.014580	0.026259	0.144965
a	0.014527	0.011853	0.009615	0.024862	0.030546	0.064410	0.084496	0.087401	0.069588	0.037939	0.016416	0.007881	0.014691	0.044825	0.480951
diner	0.008218	0.001805	0.001149	0.001439	0.005257	0.004271	0.007216	0.009588	0.014105	0.004894	0.007213	0.001470	0.004179	0.008764	0.920430
,	0.016037	0.011742	0.017343	0.009790	0.007006	0.012105	0.038810	0.068121	0.257355	0.191525	0.065228	0.012577	0.058349	0.170347	0.063665
ordering	0.016296	0.012040	0.009962	0.020112	0.005392	0.008648	0.020188	0.015739	0.138542	0.062013	0.056211	0.025875	0.046808	0.125001	0.437174
an	0.014976	0.012088	0.011130	0.017793	0.010012	0.010145	0.026616	0.019441	0.070405	0.035608	0.044484	0.028173	0.052838	0.167322	0.478970
o	0.011086	0.003236	0.003553	0.001287	0.001882	0.002585	0.003804	0.002446	0.006617	0.013363	0.009555	0.001562	0.016675	0.025508	0.896842
##mel	0.004893	0.000226	0.000935	0.000524	0.000587	0.000426	0.000740	0.001959	0.003345	0.001940	0.002215	0.000062	0.002074	0.002510	0.977566
##ette	0.010533	0.005172	0.011295	0.008891	0.014243	0.009179	0.029487	0.009305	0.049064	0.010447	0.010664	0.002233	0.012165	0.021686	0.795634
.	0.019553	0.016152	0.013519	0.018728	0.010309	0.013413	0.020206	0.012375	0.025709	0.015028	0.010959	0.005058	0.010352	0.043220	0.765418
[SEP]	0.017385	0.000591	0.000527	0.000793	0.000990	0.000780	0.001060	0.002722	0.001191	0.000765	0.000732	0.000136	0.000451	0.002998	0.968878
