TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.016602	0.012185	0.002316	0.004009	0.010997	0.011219	0.014259	0.005551	0.020852	0.009792	0.007771	0.000639	0.013217	0.321568	0.549022
A	0.107998	0.008571	0.001172	0.000688	0.007637	0.000130	0.000092	0.000019	0.001161	0.000220	0.000004	0.000001	0.000062	0.029914	0.842331
person	0.000647	0.871006	0.001028	0.002371	0.002112	0.015877	0.000168	0.000043	0.000344	0.001447	0.000021	0.000004	0.000017	0.001810	0.103105
is	0.004336	0.021417	0.345827	0.031571	0.003413	0.004405	0.019258	0.000572	0.000387	0.000011	0.000044	0.000015	0.000309	0.000858	0.567577
at	0.000168	0.001087	0.017659	0.969693	0.001601	0.001173	0.000669	0.000200	0.000019	0.000004	0.000001	0.000001	0.000003	0.000022	0.007699
a	0.000051	0.000012	0.000039	0.000987	0.987450	0.000938	0.000446	0.000023	0.002116	0.000008	0.000000	0.000000	0.000000	0.000017	0.007913
diner	0.000312	0.006108	0.001835	0.010196	0.147817	0.224358	0.003915	0.015171	0.001503	0.000664	0.000125	0.000039	0.000013	0.000211	0.587733
,	0.002057	0.000248	0.008905	0.003350	0.001676	0.001981	0.275211	0.046351	0.002421	0.000090	0.000124	0.000023	0.001033	0.000492	0.656038
ordering	0.000625	0.000130	0.000103	0.000990	0.000799	0.000340	0.000851	0.851698	0.012466	0.003393	0.001913	0.000298	0.001185	0.001481	0.123727
an	0.000026	0.000002	0.000001	0.000028	0.001415	0.000005	0.000033	0.000709	0.983745	0.003116	0.000161	0.000022	0.000237	0.000286	0.010213
o	0.000653	0.001191	0.000290	0.000318	0.001005	0.000371	0.000074	0.001285	0.102802	0.810865	0.000642	0.000277	0.000356	0.000889	0.078982
##mel	0.003477	0.000374	0.000056	0.000056	0.000080	0.000025	0.000023	0.002318	0.000655	0.006510	0.918113	0.000408	0.000032	0.010894	0.056981
##ette	0.000233	0.000548	0.000416	0.000147	0.000229	0.000140	0.000442	0.000896	0.020162	0.063502	0.022312	0.804776	0.017035	0.012753	0.056408
.	0.001147	0.002422	0.000386	0.000237	0.000212	0.000052	0.000389	0.000325	0.008158	0.004241	0.001568	0.001123	0.031008	0.044473	0.904259
[SEP]	0.002729	0.000806	0.000128	0.000135	0.000647	0.000610	0.000165	0.000229	0.000392	0.000513	0.000378	0.000356	0.000305	0.010197	0.982411
