TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.793967	0.012714	0.009966	0.016359	0.023905	0.011998	0.007578	0.020002	0.015025	0.015451	0.016175	0.007433	0.006475	0.021561	0.021389
A	0.944787	0.027635	0.006100	0.005862	0.002118	0.001175	0.000533	0.000857	0.000522	0.001357	0.000560	0.001324	0.000405	0.002904	0.003860
person	0.664942	0.169867	0.030541	0.088720	0.030361	0.005819	0.001776	0.000631	0.001591	0.001499	0.000503	0.001489	0.000435	0.001006	0.000822
is	0.351130	0.463854	0.065856	0.055546	0.043564	0.009956	0.003196	0.000581	0.001247	0.000871	0.000153	0.000871	0.000312	0.001765	0.001099
at	0.361792	0.247609	0.099285	0.180629	0.063351	0.022620	0.010597	0.003101	0.002585	0.001093	0.000769	0.001183	0.000201	0.001428	0.003758
a	0.227918	0.206758	0.101262	0.330765	0.050620	0.055003	0.011345	0.008004	0.003324	0.001371	0.000865	0.001125	0.000258	0.000316	0.001068
diner	0.237683	0.026361	0.014540	0.130149	0.504915	0.034569	0.014852	0.018236	0.014807	0.001282	0.000512	0.000582	0.000254	0.000546	0.000713
,	0.068900	0.083054	0.028200	0.175453	0.181647	0.273050	0.046296	0.091436	0.035955	0.011665	0.001871	0.000483	0.000509	0.000721	0.000762
ordering	0.214633	0.093047	0.098487	0.114463	0.056085	0.143350	0.085495	0.094790	0.039376	0.041203	0.005398	0.009626	0.000449	0.001905	0.001692
an	0.286325	0.014483	0.015906	0.045574	0.034443	0.092690	0.065770	0.248660	0.073003	0.076438	0.020272	0.019736	0.001907	0.001722	0.003070
o	0.484795	0.011203	0.003345	0.012485	0.026073	0.041428	0.021505	0.113381	0.125095	0.099434	0.040930	0.009558	0.004510	0.004834	0.001425
##mel	0.640628	0.004287	0.003609	0.002737	0.061448	0.015902	0.006869	0.025669	0.042820	0.072014	0.105343	0.001927	0.001481	0.010492	0.004774
##ette	0.199286	0.008695	0.009911	0.007281	0.004778	0.014315	0.035174	0.021822	0.025276	0.166941	0.411129	0.048995	0.003025	0.028954	0.014418
.	0.144866	0.003724	0.004370	0.007238	0.003356	0.003564	0.005587	0.050714	0.075556	0.198865	0.181773	0.138709	0.027661	0.077789	0.076227
[SEP]	0.916762	0.000976	0.000282	0.000588	0.001474	0.000420	0.000213	0.002024	0.008638	0.009531	0.013604	0.002614	0.003697	0.019940	0.019236
