TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.566414	0.043493	0.006741	0.004135	0.015533	0.021159	0.003684	0.002354	0.006851	0.016889	0.015007	0.007576	0.002214	0.027978	0.259972
A	0.122209	0.020852	0.072244	0.077598	0.088781	0.036953	0.053377	0.007855	0.092142	0.034011	0.066466	0.080893	0.109436	0.050105	0.087077
person	0.051671	0.033165	0.043176	0.062841	0.062534	0.030732	0.067161	0.007911	0.149684	0.024212	0.063695	0.174467	0.126311	0.022727	0.079714
is	0.057444	0.011199	0.057703	0.260359	0.057341	0.021404	0.042457	0.010078	0.097822	0.021514	0.024897	0.131551	0.107577	0.038044	0.060611
at	0.153565	0.063302	0.049133	0.080229	0.079725	0.055007	0.043029	0.010711	0.073249	0.045325	0.048204	0.088578	0.060425	0.042787	0.106731
a	0.089177	0.046085	0.049603	0.070002	0.110751	0.037542	0.047407	0.008380	0.088672	0.031767	0.061281	0.097733	0.107786	0.046234	0.107582
diner	0.036625	0.037939	0.098787	0.106886	0.052310	0.025753	0.059948	0.009530	0.112437	0.025861	0.089236	0.051047	0.140458	0.032580	0.120602
,	0.042670	0.042556	0.052939	0.041400	0.123220	0.033935	0.078723	0.016146	0.072743	0.031771	0.083101	0.089803	0.089769	0.061376	0.139847
ordering	0.061676	0.038941	0.080440	0.033302	0.048284	0.069654	0.211847	0.003981	0.081076	0.080565	0.063592	0.070123	0.066159	0.083409	0.006950
an	0.027585	0.033713	0.037246	0.057293	0.107519	0.041309	0.098552	0.007128	0.104124	0.032890	0.061577	0.087838	0.161371	0.109806	0.032051
o	0.266696	0.038329	0.058327	0.037123	0.050800	0.038683	0.049770	0.001230	0.084296	0.043002	0.056620	0.076594	0.070465	0.060697	0.067368
##mel	0.126361	0.124777	0.076916	0.023637	0.068948	0.053563	0.073512	0.003786	0.046217	0.042697	0.132277	0.033980	0.053780	0.098886	0.040662
##ette	0.112678	0.073161	0.153664	0.024123	0.062053	0.027310	0.060850	0.005524	0.050980	0.035071	0.083937	0.087584	0.081729	0.027245	0.114091
.	0.090633	0.041271	0.045494	0.034039	0.159940	0.031040	0.041258	0.015665	0.057338	0.030765	0.066683	0.090915	0.090018	0.038507	0.166436
[SEP]	0.290554	0.010879	0.006773	0.007768	0.017111	0.004775	0.000172	0.000015	0.002171	0.003774	0.004485	0.009497	0.004288	0.001534	0.636203
