TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.110581	0.073799	0.020100	0.183000	0.047025	0.050867	0.074445	0.003307	0.035426	0.014257	0.015379	0.050408	0.102697	0.135548	0.083161
A	0.000363	0.280856	0.003283	0.019763	0.000076	0.006653	0.000138	0.000088	0.000064	0.000725	0.000034	0.000023	0.000023	0.007635	0.680275
person	0.000063	0.004634	0.038459	0.001957	0.000027	0.000196	0.000669	0.000026	0.000122	0.000084	0.000052	0.000041	0.000051	0.001352	0.952267
is	0.000051	0.000961	0.000255	0.346845	0.000633	0.000280	0.000028	0.000294	0.000088	0.000011	0.000006	0.000001	0.000002	0.001656	0.648890
at	0.000079	0.000035	0.000029	0.020444	0.291014	0.001364	0.022924	0.000139	0.003507	0.000037	0.000065	0.000033	0.000082	0.000545	0.659701
a	0.000227	0.004599	0.000325	0.007739	0.003036	0.089169	0.015574	0.000072	0.000551	0.001569	0.000117	0.000131	0.000164	0.004202	0.872525
diner	0.000003	0.000003	0.000007	0.000005	0.000106	0.000089	0.485338	0.000001	0.006064	0.000160	0.000379	0.001051	0.000761	0.000290	0.505743
,	0.000113	0.000378	0.000451	0.005332	0.000087	0.000108	0.000156	0.246557	0.000576	0.000037	0.000005	0.000003	0.000052	0.014202	0.731942
ordering	0.000009	0.000004	0.000006	0.000028	0.000022	0.000009	0.002543	0.000052	0.318974	0.000535	0.000148	0.000655	0.004201	0.001411	0.671405
an	0.000128	0.000524	0.000029	0.000152	0.000033	0.001148	0.002442	0.000054	0.016498	0.025442	0.001948	0.004238	0.009334	0.004512	0.933518
o	0.000012	0.000004	0.000004	0.000006	0.000004	0.000021	0.009031	0.000000	0.000707	0.000251	0.115640	0.153857	0.024233	0.000148	0.696083
##mel	0.000013	0.000006	0.000001	0.000001	0.000000	0.000012	0.001287	0.000000	0.000147	0.000135	0.005292	0.876966	0.002494	0.000034	0.113611
##ette	0.000011	0.000006	0.000004	0.000007	0.000003	0.000037	0.007502	0.000004	0.007694	0.001598	0.004450	0.041186	0.229832	0.000573	0.707092
.	0.000119	0.000231	0.000100	0.000324	0.000015	0.000114	0.000050	0.000264	0.000098	0.000054	0.000007	0.000006	0.000014	0.064179	0.934426
[SEP]	0.004019	0.000977	0.000549	0.003775	0.001618	0.000473	0.000947	0.000750	0.001738	0.000434	0.000230	0.000233	0.000368	0.010892	0.972998
