TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.089639	0.005705	0.003724	0.005592	0.001719	0.000538	0.000136	0.000995	0.000630	0.000212	0.000108	0.000239	0.000477	0.011790	0.878496
A	0.015572	0.026675	0.010961	0.024428	0.001361	0.003332	0.005264	0.002282	0.002108	0.000667	0.000849	0.001304	0.002483	0.038975	0.863741
person	0.015090	0.032518	0.008442	0.012716	0.001381	0.001628	0.016700	0.001558	0.002779	0.000448	0.000430	0.000567	0.002925	0.042062	0.860757
is	0.016445	0.457297	0.033450	0.029190	0.004643	0.003229	0.006336	0.002196	0.001021	0.000529	0.000240	0.000079	0.001220	0.067641	0.376485
at	0.019613	0.491331	0.083622	0.127142	0.005221	0.004037	0.010199	0.004999	0.001013	0.000527	0.000379	0.000106	0.001732	0.039093	0.210988
a	0.043208	0.419267	0.032643	0.251172	0.035986	0.011963	0.010096	0.009042	0.002263	0.000377	0.000258	0.000281	0.001241	0.036841	0.145364
diner	0.027472	0.202630	0.051047	0.199106	0.072922	0.055773	0.029848	0.007899	0.006010	0.001842	0.001036	0.004093	0.005529	0.032485	0.302309
,	0.008770	0.250527	0.078568	0.573475	0.017839	0.004130	0.000847	0.009281	0.000591	0.000193	0.000055	0.000057	0.000319	0.015730	0.039618
ordering	0.011749	0.257662	0.124996	0.328695	0.013244	0.013728	0.010464	0.025863	0.023691	0.006071	0.001989	0.001033	0.005960	0.022296	0.152559
an	0.014588	0.503195	0.031493	0.152691	0.004478	0.006489	0.005323	0.059270	0.119947	0.009790	0.003085	0.000685	0.006795	0.020492	0.061678
o	0.008370	0.127032	0.013625	0.045155	0.026225	0.019870	0.013291	0.072499	0.417940	0.108400	0.026538	0.006454	0.042646	0.024607	0.047347
##mel	0.002888	0.043752	0.020445	0.021584	0.016096	0.017215	0.047077	0.048452	0.247426	0.180035	0.053916	0.037527	0.075114	0.015766	0.172709
##ette	0.016764	0.113868	0.019330	0.067835	0.025752	0.028222	0.019131	0.120944	0.366676	0.071491	0.016983	0.007699	0.023500	0.027990	0.073814
.	0.056760	0.124017	0.020394	0.050159	0.009600	0.014192	0.008647	0.039362	0.019610	0.012266	0.002300	0.001936	0.009895	0.099428	0.531436
[SEP]	0.004613	0.000943	0.001874	0.001439	0.000573	0.000635	0.001251	0.001383	0.000716	0.000398	0.000191	0.000164	0.000422	0.004973	0.980424
