TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.115894	0.027346	0.153158	0.137860	0.016099	0.027792	0.147546	0.046502	0.197182	0.013326	0.015194	0.033029	0.007810	0.049269	0.011995
A	0.153186	0.217194	0.098371	0.061883	0.031639	0.098918	0.026761	0.077374	0.027616	0.053790	0.012932	0.014186	0.010760	0.093517	0.021872
person	0.133523	0.381850	0.059831	0.017800	0.005182	0.075344	0.069297	0.019360	0.067446	0.086183	0.003867	0.009307	0.008845	0.034735	0.027430
is	0.092137	0.235161	0.138899	0.017977	0.050487	0.087257	0.027218	0.077656	0.068802	0.079561	0.024315	0.017260	0.011898	0.052503	0.018871
at	0.235279	0.121512	0.052037	0.034369	0.052160	0.055762	0.111352	0.044100	0.064047	0.027358	0.042275	0.007765	0.008507	0.080161	0.063316
a	0.143108	0.245042	0.054170	0.033824	0.025276	0.131248	0.037254	0.056821	0.021199	0.106039	0.017446	0.011292	0.012508	0.072114	0.032658
diner	0.136716	0.079147	0.008270	0.004146	0.012760	0.351662	0.034118	0.023556	0.015554	0.251496	0.016509	0.003835	0.006539	0.021306	0.034386
,	0.066261	0.096414	0.105933	0.049381	0.025569	0.067515	0.076903	0.178007	0.148676	0.057301	0.005885	0.014935	0.007686	0.067618	0.031915
ordering	0.089001	0.115724	0.106507	0.026482	0.176272	0.133470	0.078457	0.020710	0.031306	0.109414	0.029306	0.009215	0.012432	0.025713	0.035989
an	0.127115	0.231535	0.033214	0.010003	0.013954	0.151704	0.014516	0.044496	0.018425	0.158269	0.033480	0.008749	0.021557	0.058768	0.074217
o	0.258127	0.012916	0.004521	0.001581	0.000828	0.023441	0.000732	0.042531	0.012280	0.068840	0.003894	0.003292	0.009577	0.045249	0.512190
##mel	0.298518	0.005074	0.001043	0.002842	0.003316	0.004954	0.001967	0.010426	0.009802	0.013493	0.034070	0.000574	0.031668	0.044555	0.537698
##ette	0.129766	0.124179	0.052398	0.083230	0.013918	0.052484	0.068516	0.053586	0.076177	0.110125	0.029803	0.034941	0.010371	0.055207	0.105300
.	0.102722	0.077117	0.089556	0.066468	0.018055	0.067254	0.100898	0.115387	0.160920	0.045121	0.010069	0.018293	0.012098	0.086470	0.029573
[SEP]	0.184348	0.004546	0.009273	0.004072	0.000895	0.003918	0.009266	0.007321	0.013003	0.008623	0.013977	0.003393	0.006372	0.018004	0.712989
