TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.018467	0.137502	0.101334	0.030136	0.052774	0.039849	0.065145	0.021324	0.108030	0.045876	0.028173	0.012936	0.042378	0.097869	0.198206
A	0.086545	0.091199	0.024077	0.011694	0.004634	0.015838	0.001103	0.010535	0.003222	0.005830	0.000721	0.000076	0.000308	0.030048	0.714170
person	0.063986	0.057095	0.012962	0.052087	0.003965	0.018634	0.006034	0.017818	0.004568	0.005985	0.000251	0.000114	0.000505	0.030828	0.725168
is	0.063932	0.015624	0.008637	0.017670	0.012195	0.007095	0.004151	0.007525	0.010434	0.003733	0.001919	0.000494	0.000929	0.023897	0.821766
at	0.031565	0.019312	0.036021	0.027635	0.125353	0.116148	0.027978	0.012929	0.014339	0.022442	0.002212	0.000290	0.004489	0.031949	0.527338
a	0.070487	0.040881	0.066507	0.011229	0.040893	0.164647	0.015564	0.026908	0.008365	0.043181	0.002862	0.000221	0.005939	0.033901	0.468414
diner	0.024059	0.003833	0.003110	0.008813	0.006450	0.031279	0.011081	0.009442	0.008792	0.014237	0.000885	0.000307	0.003401	0.015644	0.858666
,	0.072475	0.008035	0.005458	0.014718	0.022337	0.021679	0.009914	0.055274	0.008505	0.012026	0.003487	0.000973	0.003671	0.113564	0.647883
ordering	0.032135	0.006139	0.002279	0.010410	0.037538	0.025837	0.007862	0.008393	0.040819	0.177403	0.007811	0.000624	0.029920	0.058852	0.553978
an	0.055734	0.015908	0.006464	0.005282	0.012185	0.026668	0.006834	0.015805	0.015831	0.106592	0.013079	0.000689	0.015268	0.052601	0.651060
o	0.037917	0.009426	0.001616	0.005956	0.005428	0.032757	0.010534	0.010958	0.005804	0.099145	0.032488	0.002000	0.020006	0.032902	0.693063
##mel	0.010433	0.002274	0.000700	0.001372	0.004076	0.011748	0.030563	0.002779	0.006890	0.026480	0.011009	0.005883	0.014729	0.018842	0.852222
##ette	0.016028	0.002575	0.000565	0.002392	0.004808	0.019173	0.012104	0.011678	0.016739	0.118372	0.004259	0.000490	0.033403	0.032968	0.724446
.	0.109980	0.021444	0.005735	0.013265	0.010139	0.006901	0.002120	0.021057	0.013476	0.019082	0.010869	0.001495	0.007730	0.097118	0.659588
[SEP]	0.026796	0.010745	0.005727	0.005301	0.008710	0.007294	0.013325	0.008323	0.011220	0.005026	0.003421	0.002470	0.001672	0.007465	0.882505
