TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.046248	0.039494	0.027309	0.006258	0.006845	0.003581	0.011159	0.007418	0.013817	0.017770	0.001220	0.004230	0.017817	0.094224	0.702608
A	0.000067	0.000831	0.998323	0.000089	0.000015	0.000003	0.000574	0.000000	0.000003	0.000000	0.000003	0.000002	0.000002	0.000003	0.000084
person	0.014902	0.001544	0.004101	0.635813	0.087124	0.000057	0.002151	0.001635	0.000424	0.000002	0.000017	0.000004	0.000064	0.001922	0.250238
is	0.000059	0.000031	0.000122	0.001558	0.997331	0.000114	0.000238	0.000041	0.000102	0.000002	0.000002	0.000000	0.000012	0.000004	0.000383
at	0.000005	0.000247	0.000224	0.000027	0.000379	0.998299	0.000689	0.000008	0.000011	0.000083	0.000000	0.000001	0.000000	0.000000	0.000027
a	0.000021	0.000003	0.029687	0.000024	0.000038	0.000363	0.969706	0.000006	0.000020	0.000001	0.000006	0.000001	0.000000	0.000000	0.000122
diner	0.009618	0.000049	0.000131	0.001177	0.000163	0.001223	0.003204	0.446600	0.001462	0.000114	0.000002	0.000000	0.000030	0.000872	0.535354
,	0.000016	0.000001	0.000001	0.000000	0.000001	0.000000	0.000016	0.000032	0.999318	0.000012	0.000005	0.000001	0.000003	0.000000	0.000593
ordering	0.000290	0.000025	0.000006	0.000002	0.000002	0.000098	0.000003	0.000269	0.001609	0.986372	0.000184	0.000030	0.000026	0.000576	0.010508
an	0.000659	0.000045	0.001152	0.000001	0.000001	0.000002	0.000613	0.000004	0.010425	0.016524	0.965464	0.000773	0.000639	0.000140	0.003558
o	0.000002	0.000000	0.000001	0.000000	0.000000	0.000000	0.000002	0.000000	0.000264	0.000015	0.000089	0.998490	0.001121	0.000001	0.000016
##mel	0.000001	0.000000	0.000006	0.000000	0.000000	0.000000	0.000011	0.000000	0.000006	0.000000	0.000006	0.000001	0.999912	0.000025	0.000032
##ette	0.007562	0.000138	0.000079	0.000058	0.000007	0.000001	0.000008	0.000832	0.001779	0.000942	0.000090	0.000004	0.001067	0.408577	0.578855
.	0.000954	0.002838	0.000143	0.000022	0.000000	0.000000	0.000000	0.000001	0.000062	0.000012	0.000001	0.000002	0.000055	0.008367	0.987543
[SEP]	0.073895	0.011126	0.005550	0.010515	0.003068	0.006350	0.007798	0.006396	0.005757	0.005891	0.004632	0.007004	0.006039	0.037712	0.808267
