TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.093183	0.017419	0.008422	0.018960	0.006836	0.005706	0.005513	0.007660	0.007605	0.002688	0.001439	0.001277	0.002945	0.028445	0.791902
A	0.118042	0.018106	0.185364	0.295343	0.141821	0.033722	0.063556	0.034695	0.011108	0.001683	0.001856	0.000427	0.008085	0.027515	0.058678
person	0.067681	0.018471	0.011665	0.076788	0.308078	0.167463	0.040890	0.093034	0.065614	0.009197	0.004769	0.000794	0.009858	0.020403	0.105293
is	0.048005	0.004769	0.006327	0.012048	0.198480	0.215196	0.181112	0.170988	0.039623	0.008599	0.002506	0.001939	0.014005	0.023115	0.073286
at	0.011654	0.001570	0.004401	0.004879	0.004381	0.040239	0.780338	0.092697	0.018644	0.009783	0.003009	0.002585	0.009859	0.007468	0.008493
a	0.040124	0.000619	0.005905	0.023318	0.013347	0.016598	0.434040	0.293992	0.038309	0.009993	0.007916	0.007810	0.024700	0.014510	0.068817
diner	0.026080	0.000385	0.000079	0.001688	0.002151	0.007990	0.003859	0.127319	0.028508	0.018226	0.001208	0.001272	0.015016	0.020880	0.745337
,	0.024335	0.001141	0.001009	0.003175	0.001824	0.009542	0.013010	0.150920	0.443059	0.159829	0.021446	0.006612	0.052712	0.085171	0.026213
ordering	0.057993	0.000399	0.001149	0.002927	0.000769	0.001003	0.020446	0.048864	0.019297	0.143617	0.028507	0.029633	0.310149	0.252964	0.082283
an	0.004144	0.000067	0.000563	0.000271	0.000078	0.000070	0.004334	0.003071	0.004828	0.012725	0.013739	0.085788	0.799046	0.065073	0.006203
o	0.058558	0.002232	0.001759	0.007924	0.003162	0.002872	0.000696	0.023847	0.079451	0.079868	0.003692	0.101223	0.138168	0.132627	0.363922
##mel	0.015554	0.001686	0.000309	0.000382	0.000336	0.001019	0.000386	0.001906	0.003164	0.010852	0.000521	0.000379	0.021210	0.036252	0.906044
##ette	0.026600	0.001481	0.000642	0.001642	0.000790	0.001308	0.003497	0.003782	0.006451	0.013325	0.001394	0.002856	0.047958	0.227132	0.661142
.	0.060536	0.015931	0.006553	0.016288	0.004443	0.003638	0.002934	0.003784	0.006405	0.003502	0.002629	0.002904	0.006415	0.062747	0.801291
[SEP]	0.011413	0.002069	0.000651	0.001541	0.001686	0.002813	0.001481	0.005476	0.002595	0.001620	0.000576	0.001033	0.002522	0.012289	0.952234
