TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.009498	0.149478	0.018630	0.167184	0.017089	0.018316	0.006909	0.027637	0.048848	0.013410	0.002896	0.001380	0.006596	0.256127	0.256001
A	0.018916	0.060978	0.019062	0.111914	0.028546	0.024410	0.010646	0.089584	0.116062	0.055590	0.005162	0.001100	0.010481	0.293854	0.153696
person	0.016226	0.017421	0.013917	0.070564	0.082384	0.050445	0.042437	0.044667	0.232070	0.039564	0.016618	0.002986	0.034251	0.094740	0.241711
is	0.029751	0.040932	0.013096	0.020840	0.003882	0.013861	0.013388	0.142419	0.072526	0.014864	0.002500	0.000880	0.004250	0.180557	0.446253
at	0.017574	0.024956	0.005680	0.010301	0.004853	0.014775	0.012340	0.228611	0.082571	0.008993	0.001456	0.000514	0.002505	0.080212	0.504659
a	0.011358	0.036734	0.010290	0.011060	0.009384	0.024883	0.017275	0.077510	0.110920	0.013701	0.002083	0.001613	0.003761	0.121185	0.548241
diner	0.032772	0.020143	0.011474	0.002401	0.006563	0.011525	0.021395	0.005403	0.025586	0.012110	0.010469	0.006402	0.013666	0.024286	0.795804
,	0.019824	0.030509	0.004670	0.015846	0.001869	0.001391	0.002461	0.012094	0.034153	0.017897	0.014134	0.005594	0.037426	0.245578	0.556552
ordering	0.017714	0.010289	0.004788	0.003679	0.001186	0.001553	0.006253	0.005144	0.037050	0.031371	0.038222	0.014815	0.103977	0.062077	0.661881
an	0.011852	0.015532	0.002878	0.001445	0.000335	0.000754	0.002562	0.003179	0.020676	0.015175	0.015473	0.016505	0.030637	0.127584	0.735413
o	0.011162	0.007476	0.001924	0.000623	0.000495	0.000693	0.001481	0.000633	0.006157	0.007562	0.006685	0.003921	0.015703	0.043829	0.891655
##mel	0.003438	0.003303	0.002565	0.000635	0.000668	0.000881	0.002838	0.000187	0.003682	0.004167	0.008981	0.005509	0.019406	0.003044	0.940697
##ette	0.011922	0.006964	0.001731	0.001708	0.000822	0.000301	0.001259	0.000931	0.009039	0.007245	0.013261	0.009099	0.031137	0.036852	0.867730
.	0.029136	0.031390	0.006819	0.029393	0.002537	0.003101	0.002352	0.003078	0.007260	0.004042	0.002324	0.001086	0.003498	0.026216	0.847768
[SEP]	0.047801	0.015922	0.010094	0.017553	0.004035	0.005250	0.010899	0.004849	0.008936	0.010996	0.007283	0.007472	0.008937	0.009842	0.830131
