TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.063532	0.005028	0.014014	0.003405	0.002737	0.000696	0.002361	0.003305	0.004693	0.002989	0.001775	0.000454	0.001624	0.011334	0.882051
A	0.004533	0.046801	0.067331	0.020852	0.014541	0.007486	0.050746	0.017618	0.019490	0.004011	0.002231	0.003689	0.002523	0.021373	0.716776
person	0.003731	0.021393	0.014010	0.008498	0.008253	0.004086	0.028734	0.005450	0.006699	0.000784	0.001796	0.002212	0.000767	0.009405	0.884180
is	0.003326	0.034241	0.025316	0.015594	0.009655	0.001929	0.009544	0.009177	0.010158	0.001508	0.000694	0.001113	0.000808	0.021488	0.855449
at	0.006105	0.032286	0.067653	0.020053	0.067734	0.036676	0.106992	0.006681	0.009948	0.001247	0.001232	0.001318	0.000840	0.015144	0.626092
a	0.005534	0.045901	0.088347	0.024129	0.055470	0.027006	0.234103	0.006363	0.012158	0.001649	0.002544	0.002920	0.001878	0.014971	0.477027
diner	0.001131	0.003983	0.006739	0.002256	0.003351	0.003956	0.036091	0.002584	0.001331	0.000458	0.002187	0.002385	0.000900	0.003665	0.928984
,	0.006995	0.085444	0.199527	0.187074	0.050398	0.005529	0.032892	0.018482	0.033291	0.002653	0.002140	0.001078	0.001763	0.060402	0.312330
ordering	0.004186	0.014471	0.030706	0.027823	0.067094	0.008685	0.156348	0.013615	0.039728	0.007296	0.012917	0.004320	0.008579	0.014987	0.589245
an	0.004916	0.044854	0.107718	0.042768	0.036455	0.014043	0.180628	0.025109	0.086175	0.027024	0.031137	0.012150	0.033000	0.021385	0.332639
o	0.001777	0.006173	0.048649	0.007420	0.011305	0.003637	0.165322	0.007913	0.029931	0.007119	0.029410	0.020670	0.025454	0.004033	0.631188
##mel	0.000345	0.000269	0.001563	0.000670	0.000945	0.000210	0.016082	0.001636	0.009380	0.001079	0.004760	0.013717	0.005539	0.002075	0.941730
##ette	0.004931	0.021329	0.071804	0.029112	0.027663	0.007590	0.195975	0.016923	0.063647	0.012693	0.041191	0.022526	0.028741	0.014666	0.441209
.	0.009901	0.042547	0.036994	0.021991	0.008542	0.009863	0.020421	0.083295	0.037274	0.017335	0.008116	0.003646	0.007687	0.095159	0.597229
[SEP]	0.004637	0.001018	0.000664	0.000480	0.000461	0.000687	0.001045	0.003568	0.001027	0.001630	0.000986	0.000693	0.001303	0.020836	0.960966
