TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.017009	0.048103	0.010738	0.163977	0.159904	0.028545	0.005895	0.187390	0.006160	0.040342	0.007410	0.016327	0.003848	0.074205	0.230146
A	0.006341	0.011713	0.083633	0.223718	0.086417	0.024433	0.044222	0.056081	0.095321	0.049780	0.040106	0.022054	0.042836	0.157775	0.055570
person	0.143275	0.018612	0.026674	0.006386	0.018240	0.062912	0.080477	0.010501	0.198727	0.049406	0.066806	0.094900	0.122490	0.014630	0.085965
is	0.010916	0.041251	0.030829	0.133795	0.153736	0.091974	0.031521	0.050449	0.116075	0.075413	0.041404	0.019282	0.032656	0.103167	0.067530
at	0.028762	0.033036	0.048965	0.067948	0.036651	0.063831	0.078813	0.034224	0.153321	0.046589	0.032902	0.057607	0.114399	0.047382	0.155571
a	0.006785	0.025325	0.022385	0.294041	0.090478	0.041376	0.008840	0.089731	0.044027	0.077665	0.039559	0.026273	0.017230	0.075876	0.140408
diner	0.010940	0.010088	0.129373	0.007255	0.006139	0.021514	0.043699	0.021822	0.218980	0.040616	0.030360	0.035574	0.316345	0.012874	0.094420
,	0.001293	0.026889	0.010672	0.172263	0.150792	0.093237	0.011873	0.172745	0.023508	0.111560	0.023975	0.007895	0.009141	0.045900	0.138258
ordering	0.292889	0.011647	0.049902	0.033417	0.072198	0.067978	0.031937	0.034185	0.052427	0.092235	0.028063	0.036711	0.019041	0.030398	0.146973
an	0.024435	0.026025	0.014863	0.239717	0.127588	0.063905	0.008848	0.080144	0.033641	0.047329	0.030762	0.019143	0.015373	0.087894	0.180333
o	0.131800	0.036650	0.009649	0.118282	0.072047	0.123849	0.010739	0.020895	0.011503	0.073838	0.017388	0.013740	0.030034	0.093082	0.236502
##mel	0.113144	0.009241	0.014403	0.065822	0.054659	0.041108	0.044614	0.032444	0.029153	0.044797	0.030874	0.010042	0.087111	0.051608	0.370979
##ette	0.137144	0.013784	0.024918	0.015640	0.027654	0.019629	0.206289	0.019261	0.110321	0.027954	0.023341	0.076342	0.055324	0.017613	0.224787
.	0.000477	0.020129	0.016649	0.317520	0.111199	0.079466	0.010731	0.019990	0.007048	0.112946	0.011826	0.003666	0.005499	0.181189	0.101665
[SEP]	0.013235	0.079966	0.015252	0.007967	0.017131	0.049877	0.008412	0.003643	0.005676	0.032920	0.006222	0.026037	0.018578	0.043703	0.671380
