TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.021340	0.106343	0.100895	0.144004	0.051821	0.031209	0.032755	0.053977	0.095866	0.035450	0.027942	0.011442	0.052424	0.063507	0.171025
A	0.226396	0.025908	0.016477	0.024566	0.017951	0.012755	0.006829	0.017693	0.037784	0.018488	0.003961	0.001314	0.015534	0.116246	0.458098
person	0.092578	0.005656	0.002075	0.007094	0.005065	0.002528	0.008883	0.007680	0.022122	0.004496	0.003423	0.001192	0.009338	0.046985	0.780885
is	0.276044	0.025160	0.012397	0.016010	0.010607	0.012269	0.006408	0.013525	0.038382	0.016225	0.001805	0.003273	0.019703	0.155076	0.393116
at	0.275041	0.021871	0.015411	0.012301	0.014638	0.028795	0.006959	0.012430	0.019721	0.016601	0.001309	0.001716	0.017333	0.073959	0.481914
a	0.265507	0.016478	0.007790	0.018779	0.094060	0.025326	0.031037	0.014224	0.078539	0.013784	0.003861	0.002364	0.027646	0.093104	0.307501
diner	0.100208	0.003223	0.009500	0.006754	0.003083	0.002688	0.000231	0.003596	0.000215	0.000601	0.000340	0.000614	0.001498	0.022079	0.845370
,	0.364747	0.039436	0.014251	0.018495	0.013391	0.028317	0.014249	0.016852	0.029377	0.024706	0.001430	0.002951	0.012978	0.151283	0.267536
ordering	0.246416	0.030631	0.011677	0.036892	0.068491	0.038960	0.001786	0.011027	0.001947	0.008203	0.000544	0.001498	0.004261	0.048767	0.488900
an	0.220444	0.022697	0.006989	0.019724	0.145966	0.021670	0.009548	0.008716	0.032279	0.008156	0.001423	0.002831	0.014614	0.065525	0.419419
o	0.137180	0.004764	0.006235	0.002328	0.012715	0.004012	0.013980	0.004514	0.002510	0.001710	0.000429	0.001375	0.003225	0.023705	0.781319
##mel	0.024302	0.000504	0.002418	0.001480	0.002217	0.000463	0.012437	0.002010	0.004534	0.001615	0.000546	0.000152	0.002990	0.008313	0.936018
##ette	0.215205	0.012698	0.019265	0.016537	0.061257	0.012481	0.036093	0.011822	0.024069	0.013663	0.003831	0.006678	0.012418	0.062495	0.491487
.	0.451545	0.017785	0.007251	0.006804	0.003157	0.004775	0.002089	0.021940	0.004970	0.005720	0.000552	0.001147	0.003045	0.152355	0.316865
[SEP]	0.011374	0.000620	0.002337	0.001486	0.000620	0.000543	0.006910	0.002214	0.002798	0.001665	0.000631	0.000408	0.000744	0.009412	0.958236
