TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.101028	0.040503	0.011873	0.035458	0.027786	0.032964	0.003486	0.027988	0.039859	0.024136	0.001046	0.000529	0.002179	0.037896	0.613268
A	0.069459	0.141021	0.049373	0.195406	0.062134	0.066879	0.002329	0.091319	0.092561	0.064960	0.001650	0.000083	0.001968	0.126084	0.034774
person	0.102465	0.060986	0.048299	0.148325	0.044964	0.047231	0.005878	0.073278	0.135947	0.050290	0.001968	0.000897	0.002939	0.055837	0.220695
is	0.155087	0.031542	0.014716	0.026181	0.048219	0.035174	0.003604	0.119706	0.134263	0.072839	0.005204	0.001019	0.002449	0.206209	0.143788
at	0.027632	0.029648	0.007324	0.007246	0.044443	0.039824	0.014048	0.117377	0.212249	0.068782	0.002619	0.000920	0.006055	0.050412	0.371422
a	0.055364	0.118111	0.027205	0.014722	0.023295	0.033260	0.006385	0.062602	0.093130	0.107330	0.003684	0.000278	0.008968	0.077659	0.368008
diner	0.006599	0.015031	0.009286	0.005879	0.002786	0.009491	0.046235	0.025885	0.006483	0.011544	0.004275	0.000961	0.034431	0.006489	0.814624
,	0.114000	0.011029	0.001928	0.012424	0.005620	0.002616	0.001201	0.028642	0.027778	0.013060	0.001517	0.000725	0.001787	0.179797	0.597877
ordering	0.023610	0.013727	0.001406	0.006781	0.002313	0.002007	0.001457	0.014286	0.005383	0.010229	0.000678	0.000218	0.006239	0.016838	0.894827
an	0.045688	0.086077	0.008172	0.043199	0.012504	0.009105	0.001705	0.021523	0.026589	0.030196	0.002157	0.000202	0.008850	0.053724	0.650311
o	0.010383	0.056688	0.020904	0.024232	0.012104	0.005511	0.009373	0.010376	0.039509	0.020402	0.009260	0.002061	0.071447	0.020704	0.687045
##mel	0.001418	0.005514	0.002286	0.001662	0.000999	0.000697	0.004744	0.000755	0.000827	0.001511	0.000977	0.000118	0.020587	0.000765	0.957142
##ette	0.016104	0.026613	0.008175	0.028443	0.006331	0.010779	0.006735	0.015899	0.018562	0.022576	0.003827	0.000545	0.030696	0.023406	0.781309
.	0.140291	0.089220	0.014835	0.125670	0.036524	0.035743	0.006182	0.043570	0.030215	0.017099	0.000969	0.000900	0.003450	0.049032	0.406301
[SEP]	0.014761	0.002813	0.002067	0.001315	0.000557	0.001170	0.005039	0.001639	0.001063	0.001833	0.002614	0.002549	0.002656	0.005250	0.954673
