TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.009563	0.028748	0.034375	0.015805	0.008225	0.008935	0.028139	0.034699	0.058727	0.021581	0.003155	0.013242	0.020437	0.019413	0.694958
A	0.005986	0.001911	0.000504	0.004780	0.000272	0.000286	0.000386	0.005362	0.003957	0.000412	0.000084	0.000136	0.000224	0.007761	0.967938
person	0.000746	0.001939	0.000781	0.003274	0.000525	0.000232	0.000469	0.000287	0.000960	0.000080	0.000024	0.000089	0.000056	0.001684	0.988854
is	0.008383	0.021671	0.004022	0.025742	0.001617	0.002728	0.001400	0.001163	0.001813	0.000158	0.000042	0.000034	0.000090	0.019478	0.911658
at	0.008636	0.009059	0.009509	0.485748	0.098816	0.006452	0.022260	0.000609	0.001363	0.000410	0.000181	0.000135	0.000387	0.012502	0.343934
a	0.030318	0.004662	0.003189	0.105466	0.095778	0.009031	0.008749	0.004610	0.013138	0.001395	0.000246	0.001064	0.001192	0.017216	0.703944
diner	0.005321	0.000392	0.001223	0.007542	0.007967	0.000580	0.002341	0.000508	0.000965	0.000144	0.000090	0.000095	0.000352	0.002587	0.969894
,	0.005492	0.007369	0.001074	0.430286	0.117218	0.008153	0.002085	0.030972	0.001325	0.000255	0.000029	0.000012	0.000203	0.013735	0.381793
ordering	0.012038	0.021110	0.010670	0.123608	0.024918	0.008639	0.005799	0.042370	0.014960	0.006666	0.001988	0.000956	0.003783	0.031572	0.690923
an	0.025856	0.000613	0.000660	0.013147	0.011126	0.001426	0.002940	0.032351	0.512022	0.019236	0.001095	0.005897	0.004325	0.016144	0.353162
o	0.004284	0.000349	0.001399	0.006363	0.002743	0.000674	0.011620	0.006963	0.021800	0.037149	0.013867	0.058285	0.042703	0.003335	0.788465
##mel	0.000829	0.000096	0.000317	0.008464	0.000871	0.000315	0.001448	0.005423	0.021600	0.010622	0.017385	0.000634	0.002214	0.003354	0.926428
##ette	0.001698	0.000125	0.000168	0.004545	0.002569	0.000459	0.001163	0.002603	0.018786	0.007826	0.002574	0.005204	0.002356	0.002427	0.947497
.	0.007077	0.001498	0.001983	0.003953	0.001296	0.001366	0.003859	0.026323	0.039533	0.007267	0.001421	0.002057	0.005534	0.006281	0.890553
[SEP]	0.004444	0.002309	0.001810	0.009539	0.003343	0.001595	0.002342	0.010538	0.005358	0.002556	0.001009	0.000544	0.001039	0.002414	0.951160
