TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.196568	0.022150	0.005075	0.002676	0.003213	0.009893	0.004371	0.002415	0.001858	0.004975	0.001316	0.000267	0.001890	0.012652	0.730681
A	0.005797	0.029266	0.010545	0.010034	0.005043	0.013194	0.009917	0.007948	0.003369	0.014402	0.006234	0.002861	0.003490	0.035304	0.842597
person	0.003836	0.067011	0.051169	0.013791	0.005534	0.010110	0.002784	0.006120	0.005100	0.004802	0.000690	0.000313	0.000610	0.014701	0.813429
is	0.003989	0.060006	0.016611	0.007534	0.003544	0.003733	0.003120	0.001289	0.001670	0.001372	0.000335	0.000239	0.000346	0.014115	0.882096
at	0.009968	0.053601	0.040893	0.011281	0.004196	0.006983	0.019179	0.002515	0.004376	0.002994	0.001491	0.000615	0.002251	0.023679	0.815978
a	0.006099	0.177850	0.237256	0.117937	0.014002	0.023758	0.016253	0.013396	0.009503	0.004591	0.000719	0.000813	0.002677	0.023695	0.351451
diner	0.004373	0.016355	0.042535	0.011799	0.013040	0.008733	0.020025	0.001722	0.002361	0.001840	0.001127	0.000404	0.001813	0.004365	0.869509
,	0.001172	0.009186	0.014492	0.174591	0.738486	0.024570	0.009131	0.004298	0.003467	0.001551	0.000101	0.000188	0.000856	0.002283	0.015626
ordering	0.007621	0.024347	0.053643	0.033444	0.144781	0.029973	0.072510	0.006486	0.006987	0.004509	0.003497	0.001112	0.004462	0.008632	0.597997
an	0.007463	0.072107	0.121138	0.257420	0.098421	0.042910	0.030297	0.036442	0.032769	0.010918	0.001321	0.001599	0.006052	0.011597	0.269545
o	0.022229	0.039444	0.063743	0.046909	0.017903	0.020303	0.031630	0.007210	0.033998	0.027986	0.006084	0.003046	0.022172	0.016798	0.640545
##mel	0.001873	0.001935	0.005703	0.001918	0.003279	0.000893	0.010621	0.001831	0.006807	0.006680	0.013544	0.004215	0.010241	0.005133	0.925329
##ette	0.014453	0.036006	0.073732	0.046984	0.020247	0.020115	0.044840	0.029923	0.052451	0.035780	0.013522	0.007547	0.036568	0.019011	0.548821
.	0.005126	0.115001	0.042050	0.369944	0.049900	0.062614	0.018423	0.060605	0.100471	0.050560	0.006329	0.002253	0.016403	0.019852	0.080468
[SEP]	0.010196	0.004741	0.003120	0.002009	0.001532	0.001521	0.001674	0.002591	0.001941	0.001757	0.000874	0.000225	0.000486	0.007272	0.960061
