TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.003877	0.176701	0.013018	0.017808	0.007935	0.009450	0.000573	0.041628	0.009792	0.002654	0.000446	0.000031	0.001134	0.696160	0.018796
A	0.055989	0.127548	0.017451	0.032094	0.004963	0.005125	0.002702	0.026715	0.002789	0.003058	0.000808	0.000143	0.001140	0.174173	0.545299
person	0.036234	0.178275	0.017637	0.040855	0.016984	0.025922	0.002407	0.020823	0.005020	0.005661	0.001053	0.000148	0.001083	0.126316	0.521582
is	0.078968	0.122573	0.036259	0.012097	0.005158	0.009866	0.002798	0.017313	0.001007	0.001571	0.000553	0.000129	0.000862	0.178406	0.532438
at	0.057932	0.099454	0.033807	0.072112	0.034945	0.021004	0.003452	0.043137	0.003807	0.001736	0.000521	0.000225	0.000665	0.067946	0.559258
a	0.091092	0.079253	0.022209	0.036871	0.021628	0.011134	0.004365	0.020646	0.006222	0.003715	0.000702	0.000132	0.001053	0.057204	0.643773
diner	0.062043	0.107737	0.057279	0.059052	0.160195	0.122368	0.009839	0.030282	0.030486	0.028890	0.008192	0.002023	0.008370	0.050197	0.263047
,	0.043068	0.078588	0.039464	0.080357	0.031890	0.015444	0.003290	0.028446	0.006623	0.002790	0.000746	0.000127	0.001005	0.034894	0.633268
ordering	0.024517	0.139274	0.050913	0.151381	0.071380	0.042396	0.003214	0.174507	0.028782	0.008231	0.001366	0.000215	0.002671	0.061678	0.239475
an	0.042735	0.149371	0.046100	0.136806	0.015742	0.017076	0.003178	0.254146	0.056743	0.013875	0.001672	0.000510	0.004509	0.048811	0.208725
o	0.043178	0.103261	0.021669	0.030061	0.018117	0.019673	0.010414	0.050292	0.078429	0.070887	0.015762	0.005610	0.066886	0.066509	0.399251
##mel	0.017453	0.032936	0.013173	0.019702	0.021379	0.010744	0.008786	0.019921	0.105476	0.068228	0.043174	0.008382	0.117539	0.027336	0.485769
##ette	0.026857	0.084271	0.017207	0.041065	0.008814	0.016659	0.001458	0.078628	0.050345	0.031706	0.007888	0.002432	0.008566	0.059742	0.564362
.	0.031987	0.053132	0.019278	0.023409	0.004651	0.007178	0.004060	0.021264	0.004976	0.002545	0.001438	0.000178	0.001538	0.053819	0.770547
[SEP]	0.029824	0.010654	0.021919	0.013814	0.007469	0.007994	0.031796	0.011135	0.013245	0.010062	0.022089	0.008101	0.013733	0.029364	0.768803
