TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.044568	0.024367	0.126239	0.026575	0.035558	0.044627	0.120972	0.076752	0.175754	0.037644	0.018121	0.019960	0.069511	0.130456	0.048896
A	0.046614	0.002553	0.001238	0.011679	0.008037	0.046101	0.004322	0.323866	0.000741	0.047492	0.001835	0.000748	0.000628	0.444941	0.059203
person	0.266243	0.039125	0.002011	0.081340	0.013745	0.062532	0.029182	0.060387	0.004582	0.056167	0.003138	0.004092	0.001406	0.075718	0.300332
is	0.118262	0.029288	0.007104	0.371359	0.020607	0.036876	0.017947	0.082674	0.015629	0.036688	0.005063	0.006805	0.001819	0.107010	0.142870
at	0.133290	0.023395	0.003794	0.009074	0.007449	0.122316	0.011376	0.108791	0.006840	0.166900	0.019648	0.000545	0.015326	0.253587	0.117670
a	0.145442	0.011140	0.004090	0.011599	0.015402	0.050307	0.008899	0.196859	0.003323	0.060437	0.009610	0.004616	0.002806	0.311677	0.163793
diner	0.229465	0.050836	0.008436	0.030294	0.039862	0.074458	0.009807	0.078552	0.010584	0.027940	0.011786	0.006322	0.005292	0.166489	0.249876
,	0.077498	0.015694	0.039328	0.011851	0.042130	0.055371	0.031201	0.171818	0.040479	0.041924	0.019266	0.010860	0.025642	0.313249	0.103690
ordering	0.294068	0.019647	0.001423	0.014436	0.004643	0.048004	0.004871	0.093855	0.005709	0.029913	0.008004	0.004205	0.001583	0.176814	0.292825
an	0.141097	0.004355	0.002676	0.006780	0.011514	0.043446	0.002555	0.154487	0.001995	0.033999	0.014716	0.003380	0.001925	0.392708	0.184367
o	0.198388	0.005611	0.000702	0.002867	0.002967	0.037003	0.006874	0.127213	0.000489	0.033547	0.000913	0.001057	0.000334	0.350053	0.231982
##mel	0.370461	0.011584	0.000203	0.001350	0.001487	0.038250	0.033359	0.039801	0.002386	0.030717	0.016728	0.000501	0.004884	0.081882	0.366407
##ette	0.326353	0.022656	0.004695	0.003453	0.008739	0.046212	0.024111	0.102554	0.006370	0.038854	0.023203	0.006778	0.005167	0.140264	0.240592
.	0.044048	0.015682	0.129394	0.016511	0.050892	0.032406	0.079132	0.104987	0.145672	0.040821	0.018980	0.022398	0.060070	0.182443	0.056565
[SEP]	0.303266	0.014982	0.029759	0.009873	0.009765	0.013834	0.013170	0.042719	0.018642	0.012710	0.007894	0.003721	0.009254	0.085647	0.424764
