TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.014107	0.010188	0.010100	0.025263	0.001186	0.001964	0.003412	0.011504	0.004039	0.002674	0.001692	0.000741	0.004557	0.008441	0.900132
A	0.006252	0.020622	0.007541	0.013949	0.001281	0.001462	0.001950	0.007241	0.001148	0.001112	0.000093	0.001214	0.001525	0.006169	0.928440
person	0.008872	0.147983	0.005077	0.033698	0.001383	0.001778	0.001321	0.002374	0.000253	0.000942	0.000020	0.000642	0.000603	0.010988	0.784067
is	0.022430	0.419186	0.064031	0.019640	0.026882	0.004755	0.001881	0.006611	0.000276	0.001153	0.000139	0.000040	0.000418	0.020279	0.412280
at	0.032972	0.140987	0.102499	0.439186	0.015348	0.010548	0.006941	0.011972	0.001789	0.003207	0.000520	0.003111	0.003378	0.039617	0.187925
a	0.049220	0.209222	0.035316	0.112027	0.026407	0.010142	0.006312	0.024182	0.007229	0.002873	0.000679	0.004681	0.003051	0.046785	0.461872
diner	0.028103	0.012786	0.020282	0.056494	0.349369	0.048442	0.010735	0.010951	0.002476	0.004458	0.003540	0.003172	0.006689	0.057895	0.384607
,	0.016189	0.108917	0.050933	0.236941	0.177979	0.024422	0.005526	0.083691	0.002728	0.002317	0.000588	0.000644	0.006480	0.029189	0.253455
ordering	0.018327	0.030279	0.089803	0.467588	0.044432	0.009217	0.005575	0.096655	0.005041	0.004524	0.001106	0.000388	0.003585	0.049075	0.174406
an	0.049166	0.022318	0.019131	0.104498	0.026923	0.007923	0.013457	0.252520	0.112588	0.014551	0.005118	0.021414	0.008524	0.055276	0.286596
o	0.023481	0.006486	0.023620	0.085471	0.021024	0.007909	0.053630	0.041745	0.101877	0.057556	0.011997	0.005470	0.021825	0.047051	0.490857
##mel	0.008642	0.000850	0.000937	0.012586	0.007211	0.002145	0.001891	0.004679	0.010813	0.010703	0.073887	0.000471	0.007093	0.007744	0.850349
##ette	0.026360	0.001535	0.001894	0.005031	0.002708	0.003520	0.013754	0.030668	0.491275	0.030446	0.030884	0.055512	0.149800	0.037345	0.119268
.	0.020555	0.020419	0.007695	0.025431	0.004488	0.006092	0.011706	0.065915	0.026635	0.018772	0.008127	0.002490	0.016978	0.025251	0.739448
[SEP]	0.002709	0.004198	0.003280	0.010865	0.000982	0.001873	0.000840	0.001348	0.000634	0.001637	0.001156	0.000778	0.001728	0.002206	0.965764
