TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.008583	0.010697	0.007657	0.024951	0.004524	0.003124	0.001759	0.007038	0.008639	0.001612	0.001676	0.000399	0.001198	0.006580	0.911563
A	0.003628	0.084321	0.013313	0.013257	0.002109	0.002826	0.004657	0.003183	0.003845	0.001770	0.002011	0.001015	0.001724	0.015519	0.846822
person	0.003661	0.005291	0.046785	0.016640	0.001099	0.000231	0.013004	0.001638	0.002431	0.000232	0.003702	0.002746	0.002458	0.005471	0.894609
is	0.004260	0.003437	0.007716	0.097817	0.002524	0.000884	0.002766	0.004361	0.002441	0.000542	0.001478	0.000556	0.000824	0.010788	0.859608
at	0.001631	0.000653	0.002525	0.012395	0.014111	0.000691	0.000966	0.001799	0.002370	0.000201	0.000345	0.000139	0.000252	0.003013	0.958910
a	0.002139	0.005159	0.001832	0.007064	0.002813	0.006706	0.001424	0.002588	0.001587	0.000861	0.000536	0.000108	0.000265	0.006328	0.960591
diner	0.000163	0.000129	0.000589	0.000751	0.000116	0.000083	0.000891	0.000504	0.000350	0.000116	0.000906	0.000367	0.000374	0.000473	0.994187
,	0.001895	0.001019	0.001760	0.003765	0.000475	0.000433	0.001269	0.069826	0.011703	0.001163	0.001709	0.000360	0.001187	0.006235	0.897201
ordering	0.000609	0.000640	0.000869	0.003068	0.001511	0.000491	0.000735	0.007927	0.012328	0.003164	0.001692	0.000910	0.001016	0.003693	0.961349
an	0.000745	0.001257	0.000767	0.002877	0.002508	0.001501	0.000959	0.003785	0.010514	0.062286	0.008247	0.004546	0.006852	0.007260	0.885896
o	0.000129	0.000035	0.000171	0.000214	0.000115	0.000030	0.000718	0.000260	0.000764	0.001274	0.038856	0.005015	0.007275	0.000465	0.944679
##mel	0.000034	0.000039	0.000101	0.000066	0.000010	0.000007	0.000116	0.000038	0.000109	0.000286	0.006272	0.027382	0.001878	0.000075	0.963589
##ette	0.000358	0.000099	0.000232	0.000492	0.000245	0.000076	0.000643	0.000835	0.001705	0.002889	0.008221	0.003275	0.010690	0.001637	0.968603
.	0.009135	0.004939	0.006762	0.003586	0.001391	0.000702	0.002809	0.014615	0.007843	0.002197	0.001450	0.000604	0.003880	0.108611	0.831475
[SEP]	0.002612	0.003866	0.006486	0.002150	0.000447	0.000471	0.001213	0.002251	0.003653	0.002753	0.002183	0.001010	0.001387	0.008571	0.960948
