TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.237638	0.041236	0.046650	0.123505	0.022429	0.021057	0.048329	0.029202	0.045657	0.012961	0.007760	0.007584	0.005891	0.062813	0.287287
A	0.168355	0.051775	0.043957	0.021094	0.014540	0.012148	0.003115	0.029935	0.004328	0.008826	0.003209	0.001292	0.004243	0.185356	0.447827
person	0.142357	0.153814	0.094314	0.052357	0.034876	0.021647	0.092332	0.017608	0.007889	0.011147	0.006456	0.005725	0.025836	0.091643	0.241998
is	0.148594	0.303355	0.068008	0.077309	0.004579	0.013199	0.018403	0.035008	0.028969	0.007031	0.001883	0.000893	0.009153	0.144096	0.139522
at	0.183834	0.086958	0.209878	0.057324	0.036358	0.035836	0.010545	0.092098	0.011841	0.005838	0.004627	0.002335	0.002834	0.076162	0.183532
a	0.171978	0.111508	0.064015	0.033344	0.026877	0.039676	0.009530	0.078399	0.023322	0.017479	0.005339	0.002319	0.006352	0.158625	0.251237
diner	0.104837	0.036916	0.171691	0.033022	0.031107	0.063686	0.011595	0.075187	0.046269	0.017038	0.009515	0.006380	0.024668	0.138875	0.229213
,	0.383457	0.065950	0.024297	0.084945	0.008689	0.014590	0.009538	0.051665	0.007994	0.004237	0.001913	0.000814	0.001186	0.119825	0.220901
ordering	0.132323	0.078849	0.157924	0.054453	0.103695	0.034204	0.016439	0.138879	0.009355	0.017990	0.003699	0.010554	0.004811	0.133576	0.103250
an	0.091522	0.067162	0.033391	0.012369	0.027957	0.043173	0.008971	0.132325	0.073868	0.092704	0.025708	0.009751	0.028038	0.197661	0.155400
o	0.055147	0.008740	0.014961	0.005648	0.018605	0.009032	0.027503	0.080746	0.007795	0.029141	0.009959	0.018232	0.048229	0.110224	0.556038
##mel	0.026075	0.010259	0.007145	0.004234	0.019543	0.018634	0.011466	0.058734	0.054596	0.040017	0.012955	0.007005	0.028197	0.098961	0.602180
##ette	0.061782	0.043957	0.016806	0.032709	0.040343	0.063971	0.022544	0.057882	0.078776	0.189600	0.013634	0.013751	0.012017	0.140713	0.211514
.	0.159046	0.050736	0.024607	0.033231	0.018632	0.014280	0.026582	0.034335	0.063281	0.022769	0.008205	0.005176	0.015683	0.158858	0.364577
[SEP]	0.016891	0.002461	0.001737	0.001252	0.004656	0.002077	0.011623	0.007036	0.014914	0.004059	0.005585	0.006505	0.007778	0.016065	0.897361
