TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.033178	0.348706	0.011377	0.021075	0.004231	0.002355	0.000485	0.001160	0.001562	0.000568	0.000152	0.000246	0.000387	0.002909	0.571609
A	0.025878	0.005588	0.053198	0.752195	0.037560	0.002415	0.002117	0.004440	0.001557	0.000539	0.000289	0.000305	0.000321	0.013638	0.099960
person	0.030752	0.007007	0.023839	0.434489	0.226198	0.020071	0.003635	0.028795	0.003769	0.001330	0.001552	0.000240	0.001051	0.010291	0.206981
is	0.042821	0.001696	0.017840	0.027045	0.682007	0.035859	0.012005	0.022643	0.005717	0.000564	0.000260	0.000040	0.000389	0.002945	0.148169
at	0.036345	0.005939	0.090858	0.044030	0.049339	0.189199	0.210907	0.050950	0.017517	0.004790	0.002041	0.000177	0.000512	0.005509	0.291888
a	0.061585	0.000597	0.015994	0.078452	0.042096	0.018449	0.128549	0.198336	0.023192	0.001638	0.001166	0.000416	0.000655	0.009595	0.419281
diner	0.009649	0.000150	0.001827	0.006215	0.006816	0.002530	0.011348	0.115247	0.007597	0.002557	0.000842	0.000109	0.000857	0.009054	0.825202
,	0.013251	0.000426	0.000974	0.001592	0.002088	0.000875	0.002932	0.014053	0.825566	0.027974	0.002215	0.001529	0.003878	0.006111	0.096535
ordering	0.017992	0.001059	0.002882	0.000653	0.000299	0.000726	0.005860	0.010703	0.023689	0.212740	0.054196	0.003002	0.009519	0.082843	0.573837
an	0.037274	0.000498	0.001304	0.001217	0.000240	0.000087	0.001130	0.005386	0.036354	0.029049	0.071208	0.049517	0.141121	0.419849	0.205767
o	0.009270	0.000398	0.000292	0.000497	0.000271	0.000094	0.000922	0.006056	0.046647	0.021028	0.004522	0.084342	0.603527	0.096635	0.125499
##mel	0.007721	0.001353	0.000555	0.000196	0.000195	0.000101	0.001971	0.003149	0.007536	0.007140	0.004521	0.001096	0.066457	0.160557	0.737452
##ette	0.019676	0.000585	0.001483	0.002716	0.000546	0.000260	0.000782	0.002818	0.013596	0.016822	0.005209	0.000237	0.003791	0.623252	0.308226
.	0.026697	0.018859	0.005022	0.008579	0.000612	0.000277	0.000442	0.000389	0.002509	0.001560	0.000531	0.000375	0.002835	0.069223	0.862090
[SEP]	0.009092	0.007314	0.005439	0.012540	0.004451	0.005794	0.007972	0.026219	0.003032	0.005851	0.002680	0.001429	0.003742	0.032232	0.872213
