TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.050821	0.071110	0.012210	0.020000	0.018822	0.004026	0.000978	0.002074	0.002940	0.002160	0.000339	0.000066	0.000711	0.002801	0.810942
A	0.002157	0.028429	0.033153	0.558925	0.185619	0.010903	0.001384	0.017106	0.028191	0.001045	0.000241	0.000064	0.000498	0.005303	0.126983
person	0.006736	0.028490	0.046321	0.261107	0.304726	0.036921	0.013442	0.014056	0.024589	0.003152	0.001322	0.000655	0.000717	0.001314	0.256452
is	0.003151	0.018537	0.007496	0.063552	0.416170	0.035144	0.007834	0.078857	0.051235	0.002878	0.000187	0.000054	0.000324	0.002299	0.312282
at	0.007967	0.017204	0.003481	0.008131	0.026301	0.051544	0.016176	0.392117	0.038110	0.004477	0.000389	0.000063	0.000222	0.006377	0.427442
a	0.003538	0.014629	0.012319	0.030494	0.050555	0.049543	0.050594	0.282020	0.077281	0.003567	0.000507	0.000053	0.000818	0.012867	0.411216
diner	0.013562	0.011636	0.005046	0.008668	0.007016	0.038346	0.016665	0.065199	0.009165	0.005785	0.000315	0.000302	0.000862	0.010584	0.806851
,	0.003729	0.009702	0.001594	0.004658	0.006652	0.002020	0.003760	0.020880	0.181615	0.036692	0.001877	0.000311	0.004377	0.015067	0.707064
ordering	0.014398	0.008539	0.000453	0.000932	0.000526	0.001569	0.000688	0.012444	0.010569	0.067086	0.009440	0.003053	0.012769	0.053360	0.804174
an	0.008934	0.004069	0.001137	0.000878	0.000635	0.000779	0.001040	0.011909	0.016385	0.024027	0.009158	0.002158	0.038832	0.078111	0.801950
o	0.010038	0.009903	0.004137	0.002125	0.001766	0.001806	0.005388	0.012557	0.039242	0.031003	0.030713	0.037883	0.255583	0.176817	0.381041
##mel	0.009136	0.007747	0.001143	0.001293	0.000412	0.001649	0.000877	0.004680	0.003634	0.016451	0.009475	0.004873	0.112717	0.034582	0.791331
##ette	0.014195	0.019585	0.004208	0.004729	0.002111	0.002339	0.000785	0.029984	0.026525	0.022539	0.003528	0.001952	0.017767	0.284638	0.565117
.	0.064437	0.287101	0.037720	0.086126	0.022447	0.008144	0.000532	0.004673	0.020334	0.006331	0.000793	0.000483	0.003686	0.018532	0.438660
[SEP]	0.102361	0.014839	0.004122	0.007175	0.004555	0.019310	0.014139	0.009810	0.006309	0.012509	0.002960	0.003352	0.007425	0.007118	0.784017
