TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.809183	0.012265	0.011816	0.013096	0.021244	0.013734	0.011098	0.010708	0.014732	0.010673	0.014311	0.014901	0.014742	0.012380	0.015116
A	0.001460	0.013872	0.898002	0.029457	0.025391	0.004655	0.006382	0.001837	0.000525	0.001322	0.003401	0.001854	0.003285	0.001576	0.006982
person	0.053801	0.097754	0.083191	0.451642	0.176579	0.056686	0.008964	0.014543	0.032534	0.002030	0.003824	0.004531	0.004876	0.003050	0.005995
is	0.002796	0.031155	0.116441	0.064333	0.614539	0.112921	0.012529	0.014084	0.005481	0.009636	0.001689	0.006257	0.000457	0.005054	0.002627
at	0.003822	0.046678	0.089151	0.135615	0.027156	0.556758	0.037262	0.039708	0.018903	0.012332	0.010858	0.007944	0.004207	0.003163	0.006441
a	0.002977	0.003115	0.243181	0.036514	0.050715	0.035832	0.484003	0.083689	0.018319	0.008824	0.015725	0.012441	0.001008	0.002594	0.001063
diner	0.156390	0.002952	0.007128	0.019295	0.059824	0.159990	0.010047	0.432557	0.059097	0.044850	0.024209	0.008563	0.011450	0.000682	0.002967
,	0.003854	0.001592	0.001185	0.011524	0.048518	0.094055	0.071290	0.082030	0.537868	0.109959	0.017289	0.012088	0.003132	0.004998	0.000618
ordering	0.027041	0.001717	0.019811	0.001515	0.018675	0.083334	0.032174	0.172857	0.021214	0.440552	0.132215	0.016686	0.006186	0.015199	0.010825
an	0.002685	0.000577	0.001575	0.002164	0.000780	0.005068	0.008415	0.049863	0.086272	0.052704	0.514835	0.150722	0.075979	0.026053	0.022305
o	0.000982	0.000307	0.000622	0.000334	0.000521	0.000313	0.001988	0.008743	0.023601	0.068895	0.004515	0.763874	0.067369	0.023807	0.034128
##mel	0.000428	0.002649	0.000515	0.000247	0.000163	0.001574	0.000220	0.000966	0.006116	0.065083	0.138241	0.017220	0.736732	0.007283	0.022563
##ette	0.019453	0.012090	0.009306	0.000695	0.000894	0.002031	0.006493	0.000667	0.003139	0.087074	0.367213	0.208140	0.009704	0.137414	0.135687
.	0.000275	0.000209	0.000894	0.000207	0.000067	0.000067	0.000034	0.000293	0.000384	0.001557	0.007454	0.004716	0.019851	0.016685	0.947306
[SEP]	0.356944	0.000325	0.000314	0.001158	0.000315	0.000037	0.000076	0.000071	0.000518	0.000280	0.005332	0.018706	0.075768	0.149931	0.390224
