TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.117822	0.013419	0.046696	0.033713	0.019920	0.020830	0.022118	0.021980	0.026463	0.007798	0.003569	0.007262	0.012068	0.046959	0.599383
A	0.014856	0.034362	0.046868	0.176345	0.119259	0.127643	0.013154	0.069181	0.121585	0.029648	0.003976	0.001311	0.002384	0.120339	0.119089
person	0.014143	0.020498	0.014858	0.046872	0.079488	0.077036	0.012873	0.084435	0.265157	0.037632	0.003851	0.002294	0.001270	0.135977	0.203616
is	0.012162	0.023411	0.033596	0.010952	0.019060	0.124951	0.023007	0.412161	0.135469	0.036318	0.005396	0.003641	0.002133	0.097544	0.060197
at	0.008398	0.011876	0.020983	0.004521	0.004919	0.023733	0.077699	0.655932	0.063067	0.012065	0.006420	0.004926	0.003767	0.038989	0.062706
a	0.007706	0.022793	0.022064	0.012320	0.009136	0.033138	0.072356	0.451426	0.051949	0.026809	0.008037	0.004025	0.003320	0.141636	0.133287
diner	0.021737	0.009872	0.002455	0.007053	0.007117	0.006371	0.010350	0.066881	0.017717	0.012849	0.002783	0.003177	0.000782	0.096635	0.734223
,	0.015947	0.017077	0.023755	0.003739	0.003213	0.007168	0.003256	0.017743	0.028943	0.059393	0.019409	0.007709	0.016996	0.319075	0.456579
ordering	0.023805	0.019213	0.009743	0.002960	0.001759	0.001509	0.001786	0.005487	0.007695	0.031977	0.028096	0.023548	0.020793	0.157074	0.664554
an	0.011816	0.022984	0.008688	0.002519	0.001202	0.001925	0.003808	0.015850	0.018316	0.028846	0.022574	0.009457	0.025505	0.336345	0.490166
o	0.010922	0.013818	0.002700	0.002358	0.001911	0.001975	0.002024	0.010121	0.025616	0.030864	0.009591	0.005820	0.024371	0.435355	0.422553
##mel	0.004029	0.010258	0.002915	0.001635	0.001393	0.001161	0.001370	0.006460	0.011917	0.013959	0.003437	0.003499	0.013403	0.211472	0.713092
##ette	0.010641	0.014021	0.003125	0.006032	0.003809	0.002822	0.004077	0.043273	0.038472	0.026139	0.005381	0.005108	0.007461	0.262740	0.566900
.	0.040535	0.019123	0.023308	0.020382	0.008818	0.009557	0.008399	0.015287	0.011444	0.008424	0.004083	0.001125	0.006376	0.082609	0.740530
[SEP]	0.020491	0.003840	0.000961	0.001732	0.001126	0.001628	0.001733	0.004969	0.003201	0.001691	0.000676	0.000515	0.001420	0.017404	0.938612
