TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.079707	0.007865	0.043490	0.094087	0.005341	0.009450	0.027449	0.020264	0.020245	0.003682	0.007584	0.002582	0.006212	0.051607	0.620433
A	0.049401	0.021348	0.074745	0.029833	0.026907	0.012280	0.011713	0.077267	0.016761	0.016353	0.010792	0.005244	0.007528	0.172697	0.467131
person	0.302498	0.028100	0.063127	0.008922	0.010504	0.014886	0.011443	0.008604	0.010278	0.009158	0.002689	0.012232	0.004133	0.139058	0.374368
is	0.295832	0.052405	0.064405	0.114812	0.011135	0.020602	0.029826	0.019165	0.066421	0.011262	0.006256	0.012159	0.008770	0.122190	0.164759
at	0.088221	0.012799	0.020283	0.008103	0.006673	0.016775	0.042896	0.076163	0.019867	0.021128	0.002791	0.015721	0.010904	0.234186	0.423489
a	0.135491	0.011325	0.043441	0.006212	0.011010	0.009590	0.007176	0.041715	0.013751	0.017865	0.022101	0.019914	0.013525	0.158116	0.488768
diner	0.199063	0.001625	0.015240	0.001100	0.077062	0.003453	0.055066	0.006101	0.238862	0.016506	0.000370	0.125575	0.052654	0.048205	0.159117
,	0.027660	0.004884	0.002433	0.000742	0.000390	0.004233	0.000723	0.177152	0.000401	0.003862	0.005610	0.000322	0.002623	0.304211	0.464755
ordering	0.147907	0.001960	0.004508	0.000950	0.002763	0.002418	0.002992	0.045840	0.007955	0.008829	0.000412	0.007123	0.018711	0.203836	0.543797
an	0.104028	0.030895	0.062405	0.016905	0.020837	0.032979	0.008292	0.037595	0.013884	0.033610	0.033012	0.036374	0.023333	0.098003	0.447847
o	0.109987	0.018365	0.016399	0.012665	0.006970	0.011774	0.002133	0.017011	0.002363	0.022920	0.005168	0.004022	0.003777	0.055401	0.711044
##mel	0.121112	0.004149	0.005675	0.019251	0.015363	0.011652	0.024035	0.010046	0.024796	0.011687	0.004958	0.002987	0.010674	0.086962	0.646653
##ette	0.324543	0.014914	0.040380	0.003154	0.007921	0.011262	0.024051	0.010944	0.020444	0.024629	0.004676	0.008792	0.068324	0.050727	0.385239
.	0.068743	0.015716	0.016025	0.003522	0.005479	0.014910	0.012404	0.059265	0.010912	0.008853	0.006405	0.002800	0.014190	0.266845	0.493931
[SEP]	0.011179	0.003425	0.004380	0.002250	0.003621	0.003555	0.005579	0.018567	0.003128	0.006568	0.002255	0.002146	0.008171	0.027096	0.898080
