TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.305717	0.040897	0.030802	0.024078	0.010160	0.033641	0.110212	0.016747	0.037009	0.020866	0.003500	0.014758	0.020576	0.053367	0.277670
A	0.036274	0.182883	0.040752	0.048901	0.023656	0.213719	0.040391	0.026027	0.065829	0.130290	0.015504	0.008084	0.014065	0.045457	0.108168
person	0.047356	0.056966	0.006799	0.013232	0.031848	0.064430	0.170813	0.017117	0.316456	0.061645	0.008582	0.010576	0.072426	0.034830	0.086925
is	0.073446	0.088035	0.106754	0.034917	0.049020	0.054126	0.034311	0.037221	0.164755	0.075665	0.019748	0.008952	0.045788	0.054988	0.152274
at	0.058443	0.089655	0.061144	0.096357	0.015869	0.061471	0.025120	0.035183	0.167476	0.044252	0.024389	0.014053	0.038099	0.073308	0.195181
a	0.054415	0.118418	0.062760	0.052853	0.025616	0.094506	0.059028	0.015286	0.142387	0.081207	0.010841	0.012641	0.015246	0.038604	0.216195
diner	0.266717	0.023946	0.093353	0.059194	0.016578	0.033009	0.010372	0.026996	0.007389	0.033990	0.018752	0.064583	0.049006	0.091381	0.204733
,	0.037334	0.090623	0.075652	0.101338	0.043537	0.057375	0.040536	0.037453	0.169280	0.055404	0.012743	0.008434	0.018546	0.051133	0.200614
ordering	0.098245	0.060261	0.055311	0.059121	0.076300	0.031144	0.004456	0.036810	0.003456	0.047638	0.015815	0.034290	0.004653	0.078454	0.394046
an	0.049785	0.084433	0.025106	0.035902	0.030679	0.086963	0.076098	0.011819	0.176857	0.088441	0.023621	0.021348	0.032834	0.047238	0.208877
o	0.046687	0.055900	0.048144	0.038968	0.074691	0.029355	0.113754	0.022517	0.096649	0.055548	0.001102	0.020635	0.010295	0.049280	0.336476
##mel	0.043505	0.015965	0.017487	0.008803	0.015730	0.016236	0.080938	0.016108	0.040010	0.025522	0.031273	0.006612	0.064051	0.039016	0.578744
##ette	0.087278	0.025674	0.029289	0.055644	0.125730	0.032813	0.055671	0.029552	0.026044	0.050595	0.018064	0.121383	0.002830	0.089776	0.249658
.	0.063568	0.090373	0.041905	0.080750	0.027854	0.063329	0.073073	0.036174	0.131517	0.071127	0.011796	0.012537	0.042151	0.092042	0.161805
[SEP]	0.035548	0.012085	0.013868	0.010336	0.009020	0.010335	0.021435	0.013321	0.012249	0.010212	0.007352	0.013473	0.009470	0.027954	0.793345
