TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.010680	0.000960	0.001571	0.002298	0.000386	0.000401	0.000554	0.001842	0.001078	0.000572	0.000046	0.000021	0.000297	0.001425	0.977870
A	0.001508	0.023037	0.021116	0.044944	0.006146	0.005414	0.003121	0.013197	0.007518	0.005260	0.000317	0.000164	0.002069	0.009443	0.856746
person	0.005862	0.032781	0.033733	0.050456	0.005128	0.010501	0.006666	0.006214	0.004847	0.003576	0.001258	0.000861	0.003209	0.012145	0.822764
is	0.002550	0.061972	0.043312	0.020658	0.041185	0.013115	0.006093	0.005573	0.002448	0.001120	0.000185	0.000149	0.000695	0.007157	0.793787
at	0.007735	0.032741	0.076395	0.040285	0.011297	0.007976	0.017748	0.004183	0.003630	0.002964	0.000318	0.000272	0.002351	0.007509	0.784597
a	0.003083	0.009041	0.019923	0.055751	0.017609	0.004972	0.010470	0.004578	0.007388	0.001757	0.000066	0.000076	0.000577	0.007805	0.856905
diner	0.008838	0.010309	0.013082	0.029121	0.010244	0.014303	0.016412	0.008727	0.008303	0.005717	0.000792	0.000319	0.005637	0.023469	0.844727
,	0.001776	0.009668	0.020564	0.099063	0.051257	0.012767	0.010238	0.004448	0.007097	0.001488	0.000047	0.000050	0.000763	0.003452	0.777321
ordering	0.005314	0.014398	0.015066	0.039260	0.054020	0.024459	0.025493	0.020775	0.072434	0.024017	0.002214	0.002459	0.011859	0.015536	0.672697
an	0.002032	0.002208	0.011052	0.014354	0.005063	0.002523	0.015010	0.025812	0.269947	0.022716	0.000986	0.006376	0.009552	0.011374	0.600996
o	0.004787	0.002533	0.022182	0.012052	0.003285	0.002200	0.043371	0.011649	0.256654	0.088271	0.007024	0.105515	0.151313	0.014375	0.274788
##mel	0.008529	0.002321	0.002929	0.003259	0.000870	0.001696	0.002013	0.013532	0.078809	0.045282	0.017183	0.008452	0.040528	0.040910	0.733688
##ette	0.004783	0.002727	0.008968	0.006813	0.002853	0.002361	0.009840	0.019122	0.267199	0.060937	0.010883	0.038884	0.045656	0.022038	0.496934
.	0.002726	0.002889	0.006468	0.010653	0.000811	0.001571	0.006908	0.009018	0.008590	0.007041	0.000202	0.000225	0.005262	0.009454	0.928182
[SEP]	0.110557	0.007482	0.005943	0.006782	0.002159	0.006630	0.012420	0.009340	0.005063	0.006170	0.002857	0.001255	0.009728	0.107551	0.706062
