TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.024878	0.018751	0.018031	0.005196	0.007570	0.013037	0.014166	0.010275	0.014699	0.014849	0.010976	0.002668	0.011579	0.023174	0.810152
A	0.006204	0.022281	0.661947	0.018714	0.044459	0.010716	0.023148	0.001387	0.001297	0.000815	0.007301	0.001433	0.005889	0.006893	0.187515
person	0.044792	0.040709	0.029038	0.010058	0.026290	0.029807	0.033039	0.005667	0.007165	0.002686	0.009073	0.006704	0.003071	0.009627	0.742275
is	0.021812	0.010673	0.014492	0.035762	0.057929	0.111408	0.063201	0.190179	0.030892	0.011275	0.011104	0.001648	0.004198	0.015970	0.419458
at	0.006719	0.002035	0.029305	0.015220	0.007578	0.064270	0.576794	0.039791	0.021663	0.006909	0.008232	0.001568	0.008107	0.002486	0.209322
a	0.006281	0.002353	0.104691	0.005671	0.016316	0.035196	0.510886	0.008842	0.027309	0.008977	0.040068	0.003392	0.038579	0.002047	0.189391
diner	0.032522	0.002111	0.001406	0.004741	0.022224	0.010415	0.010194	0.013216	0.042589	0.011157	0.020185	0.002508	0.009547	0.013071	0.804113
,	0.009452	0.003726	0.000880	0.000536	0.000586	0.003500	0.005290	0.020719	0.195536	0.228376	0.054180	0.002353	0.066108	0.103586	0.305171
ordering	0.032943	0.001725	0.008954	0.006003	0.000548	0.000820	0.006846	0.007338	0.049546	0.192816	0.044420	0.010837	0.117212	0.115075	0.404917
an	0.004678	0.001424	0.008460	0.000794	0.000839	0.000397	0.003795	0.000532	0.011078	0.038031	0.351621	0.068328	0.397428	0.038886	0.073708
o	0.002634	0.002024	0.007352	0.001744	0.000257	0.000532	0.011122	0.000991	0.009768	0.038727	0.034723	0.116261	0.685776	0.023105	0.064983
##mel	0.013438	0.000961	0.000490	0.000811	0.000797	0.000163	0.001893	0.000317	0.010821	0.014890	0.011665	0.003104	0.189506	0.030341	0.720801
##ette	0.013235	0.008877	0.010297	0.001711	0.002212	0.004727	0.025848	0.004639	0.065430	0.081073	0.078537	0.023136	0.122746	0.044376	0.513157
.	0.008287	0.021773	0.014936	0.004061	0.002978	0.004666	0.004945	0.007491	0.007242	0.011749	0.033746	0.005026	0.036890	0.075912	0.760296
[SEP]	0.006703	0.003849	0.001929	0.002153	0.012247	0.002097	0.003348	0.003749	0.001844	0.002940	0.002795	0.000382	0.003290	0.029145	0.923530
