TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.016403	0.348164	0.100248	0.062115	0.021571	0.064191	0.006142	0.034932	0.012281	0.008646	0.004075	0.001139	0.002116	0.149021	0.168953
A	0.093704	0.346799	0.059900	0.083203	0.005287	0.060926	0.003553	0.053513	0.006322	0.008220	0.002160	0.000536	0.003923	0.177277	0.094678
person	0.097085	0.140823	0.065250	0.043612	0.008339	0.026045	0.007062	0.040767	0.008763	0.010496	0.005455	0.000927	0.005254	0.126129	0.413993
is	0.097351	0.325814	0.091610	0.046339	0.002290	0.043558	0.002549	0.044424	0.004598	0.007968	0.002246	0.000275	0.002194	0.138536	0.190247
at	0.040267	0.053899	0.066680	0.009613	0.000550	0.003655	0.001500	0.017862	0.000626	0.001055	0.000576	0.000163	0.000600	0.037095	0.765859
a	0.050153	0.240389	0.160771	0.044870	0.002161	0.034997	0.006736	0.078996	0.005845	0.009716	0.004188	0.000593	0.005057	0.145586	0.209942
diner	0.102510	0.142299	0.075154	0.030404	0.004077	0.015335	0.004798	0.029384	0.004807	0.004728	0.002134	0.000438	0.002956	0.070509	0.510466
,	0.071570	0.237556	0.190233	0.029279	0.000876	0.019272	0.002813	0.057589	0.001563	0.003576	0.000700	0.000312	0.001148	0.253775	0.129738
ordering	0.068970	0.061614	0.065904	0.010385	0.000654	0.005461	0.000957	0.015805	0.000706	0.001184	0.000467	0.000228	0.000496	0.052403	0.714767
an	0.086233	0.157990	0.176665	0.035532	0.001799	0.022858	0.005523	0.051217	0.002389	0.003239	0.001180	0.000687	0.002059	0.143363	0.309266
o	0.037994	0.037108	0.037385	0.007673	0.000524	0.004465	0.000829	0.011194	0.000400	0.000622	0.000371	0.000198	0.000527	0.043362	0.817350
##mel	0.028237	0.004959	0.004145	0.001805	0.000169	0.001022	0.000111	0.002773	0.000215	0.000473	0.000309	0.000121	0.000185	0.005771	0.949705
##ette	0.056352	0.043468	0.039973	0.009322	0.001085	0.006652	0.000937	0.010811	0.000626	0.000973	0.000555	0.000278	0.000505	0.041285	0.787179
.	0.290833	0.231858	0.083404	0.046051	0.003545	0.043013	0.004422	0.041154	0.005492	0.006138	0.000816	0.001058	0.003444	0.166668	0.072105
[SEP]	0.018922	0.002051	0.007747	0.003852	0.000782	0.000890	0.007697	0.002799	0.001669	0.000834	0.001650	0.001819	0.001098	0.005606	0.942583
