TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.010333	0.201243	0.079808	0.016404	0.006921	0.016096	0.009763	0.005180	0.096618	0.009162	0.003093	0.005354	0.001241	0.016848	0.521936
A	0.002385	0.020471	0.464289	0.007095	0.003816	0.002657	0.006564	0.000152	0.000342	0.000278	0.000242	0.000227	0.000115	0.001011	0.490357
person	0.009127	0.020720	0.008218	0.006819	0.003416	0.006423	0.009142	0.002677	0.000381	0.000728	0.000696	0.000055	0.000907	0.003113	0.927579
is	0.009058	0.033838	0.127598	0.040575	0.211776	0.086406	0.021510	0.010771	0.002529	0.002149	0.001192	0.000230	0.000836	0.001543	0.449988
at	0.005227	0.016631	0.059329	0.013737	0.036700	0.325823	0.166485	0.008019	0.009598	0.005131	0.001010	0.000306	0.000415	0.000847	0.350742
a	0.002975	0.001785	0.057663	0.007888	0.014443	0.040582	0.455229	0.007542	0.006782	0.000952	0.000726	0.000366	0.000193	0.000481	0.402392
diner	0.003968	0.000111	0.000400	0.000888	0.000114	0.000881	0.012284	0.001996	0.000940	0.000476	0.000126	0.000007	0.000114	0.000709	0.976986
,	0.003963	0.001157	0.001664	0.000676	0.000769	0.000953	0.010568	0.021285	0.304348	0.013733	0.004584	0.001778	0.006922	0.002467	0.625132
ordering	0.002681	0.000456	0.003566	0.000491	0.000229	0.000259	0.002250	0.005813	0.025872	0.030517	0.024714	0.000637	0.005321	0.012038	0.885155
an	0.000928	0.001016	0.004688	0.000168	0.000173	0.000224	0.003368	0.000879	0.037782	0.030417	0.171414	0.026579	0.045333	0.010703	0.666327
o	0.000605	0.000519	0.000947	0.000174	0.000037	0.000238	0.001597	0.000603	0.033773	0.017479	0.012807	0.142072	0.035398	0.004373	0.749379
##mel	0.001741	0.001729	0.001116	0.000887	0.000072	0.000096	0.000404	0.000457	0.026474	0.008033	0.011660	0.001077	0.082806	0.009398	0.854050
##ette	0.002490	0.000782	0.000294	0.000270	0.000027	0.000042	0.000415	0.000727	0.004594	0.005389	0.000863	0.000039	0.002146	0.055382	0.926542
.	0.004753	0.048919	0.019533	0.005072	0.000796	0.001777	0.000758	0.000770	0.010059	0.004294	0.001495	0.001625	0.005205	0.021876	0.873067
[SEP]	0.016841	0.005049	0.008673	0.010911	0.002739	0.005969	0.009363	0.003612	0.006916	0.006847	0.004958	0.004134	0.003758	0.015878	0.894354
