TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.035776	0.035672	0.022814	0.070217	0.013148	0.057072	0.003148	0.013086	0.007663	0.010032	0.002550	0.006799	0.002199	0.013269	0.706555
A	0.004329	0.174433	0.114494	0.063324	0.088281	0.053044	0.013912	0.007022	0.006641	0.010903	0.003908	0.005886	0.003955	0.019850	0.430019
person	0.008327	0.185713	0.092790	0.038241	0.049775	0.026289	0.006423	0.004555	0.013820	0.005758	0.001601	0.001802	0.001384	0.012430	0.551093
is	0.013701	0.099762	0.139813	0.074690	0.093510	0.011342	0.012138	0.012570	0.013226	0.008096	0.002913	0.001960	0.002983	0.034510	0.478786
at	0.014345	0.069096	0.109140	0.029288	0.042399	0.018301	0.037622	0.005959	0.019932	0.007985	0.006651	0.002555	0.010303	0.023666	0.602758
a	0.009388	0.360433	0.268310	0.068128	0.058365	0.041237	0.012263	0.004075	0.005879	0.002878	0.001417	0.001479	0.001363	0.008843	0.155943
diner	0.003719	0.029916	0.014661	0.006335	0.003094	0.003506	0.002614	0.001003	0.000864	0.000512	0.000221	0.000057	0.000195	0.003776	0.929528
,	0.071306	0.067824	0.042151	0.117346	0.312192	0.045705	0.046753	0.044943	0.046293	0.013406	0.004233	0.004295	0.023159	0.052984	0.107409
ordering	0.017499	0.046624	0.115492	0.033436	0.099760	0.043608	0.064420	0.004819	0.014749	0.008824	0.001870	0.001557	0.009504	0.010461	0.527377
an	0.010169	0.141653	0.212527	0.116106	0.130599	0.057856	0.055553	0.017641	0.033544	0.013932	0.006307	0.003938	0.012998	0.010304	0.176871
o	0.011378	0.016541	0.005608	0.018958	0.007297	0.005991	0.005376	0.006149	0.005334	0.004867	0.005059	0.001008	0.003804	0.010581	0.892049
##mel	0.001730	0.001848	0.000361	0.000583	0.000549	0.000558	0.001290	0.001604	0.000434	0.000429	0.001343	0.000550	0.000184	0.002311	0.986224
##ette	0.009427	0.019283	0.008831	0.007367	0.005348	0.005946	0.006327	0.005152	0.006439	0.005316	0.003537	0.001284	0.002471	0.007851	0.905420
.	0.018843	0.185717	0.091536	0.232711	0.085678	0.094749	0.011362	0.057255	0.038828	0.023714	0.005104	0.001434	0.005934	0.030887	0.116248
[SEP]	0.002525	0.002718	0.001802	0.002834	0.001078	0.000848	0.000418	0.000389	0.000460	0.000252	0.000110	0.000128	0.000048	0.001557	0.984835
