TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.016166	0.173724	0.061687	0.077389	0.000836	0.004810	0.001516	0.061736	0.003620	0.009583	0.002249	0.000857	0.004149	0.336801	0.244876
A	0.184322	0.031259	0.008528	0.015189	0.000486	0.000418	0.000908	0.003309	0.000738	0.000134	0.000051	0.000028	0.000292	0.051754	0.702585
person	0.056046	0.251873	0.038919	0.092941	0.007561	0.010594	0.009098	0.004269	0.002044	0.000905	0.000498	0.000693	0.001902	0.036728	0.485929
is	0.196706	0.047906	0.010492	0.002958	0.000172	0.000404	0.000583	0.001192	0.000149	0.000018	0.000010	0.000013	0.000038	0.009487	0.729873
at	0.132496	0.064141	0.023694	0.075357	0.011530	0.012617	0.003346	0.012704	0.001576	0.000318	0.000082	0.000025	0.000338	0.017851	0.643925
a	0.133816	0.006985	0.010341	0.023178	0.047669	0.006098	0.011897	0.005343	0.012746	0.000191	0.000120	0.000048	0.000393	0.011192	0.729982
diner	0.027238	0.020441	0.022725	0.054566	0.152246	0.233977	0.059376	0.014443	0.014280	0.011825	0.003224	0.001895	0.007740	0.011414	0.364608
,	0.056804	0.024598	0.002935	0.016949	0.003312	0.002423	0.000987	0.003874	0.001807	0.000355	0.000050	0.000050	0.000160	0.005181	0.880514
ordering	0.070152	0.018831	0.004519	0.024751	0.006027	0.009628	0.001202	0.069191	0.014810	0.005292	0.000673	0.000134	0.002424	0.021076	0.751290
an	0.071110	0.003020	0.000941	0.011337	0.003025	0.001329	0.002138	0.026708	0.276747	0.007044	0.001758	0.000577	0.006517	0.015700	0.572049
o	0.046475	0.006744	0.001471	0.009411	0.002330	0.005678	0.031100	0.012029	0.181993	0.063621	0.009176	0.010758	0.107918	0.026836	0.484460
##mel	0.009111	0.005188	0.003343	0.004515	0.002237	0.012303	0.013816	0.032163	0.235133	0.137392	0.042809	0.007974	0.159551	0.016549	0.317916
##ette	0.071821	0.011677	0.002091	0.023957	0.008827	0.012268	0.003820	0.072178	0.307223	0.075118	0.010538	0.003587	0.018014	0.030934	0.347946
.	0.036332	0.017364	0.003378	0.007809	0.000811	0.000737	0.000733	0.004002	0.003579	0.001606	0.000367	0.000182	0.000509	0.020161	0.902429
[SEP]	0.063855	0.073089	0.039953	0.037657	0.011978	0.035190	0.050306	0.023855	0.028230	0.030286	0.032858	0.026120	0.032853	0.079970	0.433798
