TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.466961	0.041088	0.018126	0.029523	0.036534	0.051350	0.019954	0.036441	0.035036	0.047725	0.027956	0.029215	0.018631	0.043114	0.098346
A	0.043442	0.012245	0.003824	0.032003	0.065826	0.145903	0.009189	0.122747	0.194151	0.149562	0.031512	0.008765	0.004571	0.088883	0.087377
person	0.190419	0.021234	0.003362	0.026068	0.052937	0.135450	0.019089	0.127578	0.057499	0.123205	0.021341	0.013796	0.017188	0.120296	0.070541
is	0.121700	0.016237	0.005689	0.026763	0.026397	0.026049	0.013614	0.095463	0.312270	0.060733	0.028238	0.008097	0.017547	0.130226	0.110977
at	0.103547	0.008884	0.006027	0.023919	0.021872	0.028490	0.043235	0.088187	0.346512	0.069409	0.032627	0.013451	0.045449	0.077447	0.090943
a	0.073858	0.010948	0.004317	0.020691	0.019642	0.053920	0.016445	0.078703	0.206713	0.202904	0.062393	0.014785	0.015511	0.095256	0.123912
diner	0.418812	0.007811	0.007226	0.007588	0.026313	0.060836	0.004855	0.113237	0.049362	0.097867	0.006596	0.004423	0.027010	0.098290	0.069775
,	0.100203	0.012654	0.007073	0.019768	0.014776	0.012737	0.013796	0.121384	0.104552	0.066029	0.096077	0.019511	0.035610	0.214317	0.161513
ordering	0.404704	0.020154	0.003963	0.029499	0.016360	0.020939	0.008711	0.050167	0.022839	0.056115	0.025172	0.019368	0.013984	0.169066	0.138959
an	0.158283	0.015142	0.003702	0.017499	0.014816	0.031277	0.004965	0.037474	0.076443	0.114006	0.054189	0.021133	0.026591	0.182264	0.242216
o	0.418824	0.018034	0.008767	0.020023	0.015588	0.037738	0.020309	0.035113	0.028318	0.082113	0.003827	0.037675	0.030601	0.110631	0.132439
##mel	0.787075	0.010458	0.005518	0.011024	0.007041	0.019010	0.009158	0.012042	0.015121	0.022456	0.004566	0.006273	0.025380	0.031117	0.033761
##ette	0.552933	0.018864	0.008286	0.027476	0.013792	0.042582	0.005787	0.042935	0.018653	0.062085	0.013713	0.016426	0.003192	0.102143	0.071135
.	0.282111	0.038629	0.022331	0.040574	0.031501	0.024514	0.027444	0.026444	0.045591	0.037433	0.033283	0.028358	0.051179	0.151304	0.159304
[SEP]	0.613426	0.015324	0.009235	0.022504	0.022620	0.025871	0.048413	0.017584	0.025729	0.022027	0.015165	0.015912	0.030415	0.057621	0.058154
