TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.013007	0.068725	0.087948	0.027748	0.003872	0.019934	0.015268	0.045138	0.010340	0.012877	0.008206	0.000777	0.014238	0.112128	0.559791
A	0.016281	0.018596	0.003834	0.002335	0.001882	0.000632	0.000905	0.001597	0.007376	0.000929	0.000115	0.000125	0.001478	0.005743	0.938171
person	0.000478	0.068620	0.007201	0.005472	0.001932	0.005320	0.000487	0.000389	0.000830	0.001146	0.000374	0.000159	0.000207	0.007113	0.900272
is	0.006488	0.107673	0.361062	0.071917	0.009026	0.006327	0.001692	0.003085	0.001451	0.000518	0.000167	0.000167	0.000449	0.002879	0.427098
at	0.001697	0.014411	0.212324	0.632025	0.005055	0.003251	0.004222	0.001004	0.000291	0.000301	0.000096	0.000055	0.000211	0.000840	0.124217
a	0.012155	0.008038	0.026347	0.169177	0.068098	0.015201	0.016988	0.011210	0.006055	0.000742	0.000131	0.000116	0.000828	0.003069	0.661844
diner	0.000307	0.000725	0.003846	0.001406	0.000278	0.006339	0.003930	0.001516	0.000034	0.000223	0.000049	0.000021	0.000079	0.000468	0.980778
,	0.000488	0.009020	0.010768	0.046745	0.004916	0.009869	0.024326	0.032922	0.002499	0.001107	0.000450	0.000250	0.001305	0.004116	0.851221
ordering	0.001417	0.005665	0.032510	0.008819	0.000981	0.001771	0.009551	0.485412	0.012979	0.009214	0.005880	0.000702	0.012785	0.005582	0.406731
an	0.001535	0.001578	0.009738	0.005099	0.002699	0.000974	0.004242	0.079832	0.342414	0.029640	0.002577	0.001270	0.008412	0.005322	0.504668
o	0.003610	0.000925	0.006024	0.000405	0.000084	0.000820	0.001310	0.013459	0.007855	0.140286	0.009054	0.000380	0.004574	0.006005	0.805208
##mel	0.001238	0.001855	0.005435	0.007507	0.000062	0.000305	0.001555	0.009055	0.002032	0.019442	0.256920	0.006999	0.002279	0.002463	0.682852
##ette	0.001396	0.001678	0.006166	0.002252	0.000053	0.000739	0.002951	0.004059	0.008990	0.081456	0.024766	0.063779	0.013370	0.008302	0.780042
.	0.002826	0.008419	0.003682	0.008727	0.001932	0.003103	0.011478	0.016495	0.016084	0.015734	0.010960	0.016189	0.072575	0.082506	0.729289
[SEP]	0.002143	0.005299	0.002385	0.004251	0.006923	0.009248	0.002779	0.006921	0.002469	0.010154	0.008247	0.003539	0.003062	0.016303	0.916277
