TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.330520	0.163036	0.067808	0.139426	0.004320	0.031476	0.024028	0.045374	0.012028	0.013402	0.007266	0.007460	0.008879	0.082298	0.062678
A	0.023812	0.039209	0.014923	0.026588	0.001594	0.004202	0.017570	0.006441	0.005867	0.003195	0.003011	0.004760	0.003742	0.020038	0.825050
person	0.065545	0.055251	0.106911	0.035619	0.005763	0.009641	0.021281	0.013281	0.010076	0.004650	0.002749	0.005358	0.003756	0.016747	0.643371
is	0.028740	0.019584	0.037651	0.032530	0.007986	0.006974	0.040771	0.007466	0.020831	0.004554	0.003117	0.002141	0.006976	0.009303	0.771377
at	0.001974	0.001990	0.006950	0.002561	0.002143	0.001308	0.006947	0.002435	0.005096	0.000827	0.000436	0.001770	0.000508	0.002473	0.962582
a	0.001073	0.001500	0.004638	0.001430	0.001055	0.000924	0.005950	0.001123	0.003303	0.000550	0.000239	0.001025	0.000317	0.002575	0.974296
diner	0.004678	0.003371	0.023588	0.004807	0.007331	0.006196	0.025720	0.005645	0.017352	0.003991	0.001528	0.030413	0.002801	0.004421	0.858157
,	0.006218	0.005893	0.018395	0.009500	0.004681	0.003056	0.028485	0.005502	0.016793	0.001696	0.001230	0.002254	0.002899	0.004112	0.889287
ordering	0.001460	0.001260	0.006805	0.001665	0.001906	0.001525	0.016008	0.002831	0.006173	0.000507	0.000298	0.002588	0.000517	0.001267	0.955190
an	0.001133	0.001103	0.004273	0.000903	0.000461	0.000605	0.008254	0.000893	0.001556	0.000491	0.000443	0.002981	0.000454	0.001249	0.975201
o	0.001152	0.000499	0.001756	0.000399	0.000080	0.000119	0.003259	0.000217	0.000381	0.000216	0.000458	0.003724	0.000273	0.000493	0.986975
##mel	0.000423	0.000169	0.000710	0.000157	0.000054	0.000058	0.004114	0.000153	0.000618	0.000494	0.001048	0.052969	0.001589	0.000357	0.937089
##ette	0.000615	0.000255	0.001801	0.000318	0.000238	0.000204	0.005276	0.000554	0.001911	0.000530	0.000246	0.005414	0.000954	0.000720	0.980964
.	0.060087	0.071817	0.042558	0.042978	0.006443	0.013031	0.025182	0.019971	0.011322	0.005539	0.004791	0.004768	0.007021	0.043574	0.640917
[SEP]	0.075542	0.079433	0.068870	0.073872	0.054594	0.055450	0.056289	0.064055	0.058467	0.051487	0.050464	0.063989	0.050784	0.090436	0.106269
