TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.255257	0.031184	0.021052	0.044481	0.027805	0.038772	0.044220	0.060958	0.045738	0.054122	0.048694	0.037540	0.029743	0.103413	0.157021
A	0.109706	0.182063	0.029316	0.093967	0.034683	0.114085	0.023991	0.052626	0.054454	0.094986	0.041286	0.009338	0.033381	0.072450	0.053669
person	0.119932	0.095230	0.350680	0.060403	0.022142	0.037486	0.010190	0.039865	0.019059	0.041063	0.005586	0.007166	0.018296	0.077256	0.095647
is	0.128345	0.049694	0.034630	0.286440	0.024716	0.029727	0.014793	0.053486	0.051608	0.051659	0.022203	0.012541	0.018388	0.109665	0.112105
at	0.101536	0.069954	0.020537	0.042146	0.272012	0.039967	0.016937	0.029015	0.129538	0.043378	0.025708	0.014496	0.022634	0.063407	0.108736
a	0.079123	0.121566	0.020406	0.062693	0.042939	0.093597	0.032262	0.051910	0.055846	0.116928	0.062599	0.015954	0.074658	0.090836	0.078684
diner	0.126414	0.032461	0.015392	0.032099	0.043013	0.040793	0.200977	0.054444	0.069714	0.029722	0.011191	0.018285	0.059318	0.162419	0.103757
,	0.089473	0.068375	0.022697	0.089224	0.039249	0.051064	0.037655	0.091681	0.043462	0.059132	0.042355	0.030546	0.066498	0.127752	0.140837
ordering	0.095285	0.064458	0.009080	0.060432	0.036659	0.027122	0.036705	0.026687	0.363445	0.021769	0.007482	0.008799	0.037926	0.076717	0.127434
an	0.092135	0.134446	0.024840	0.053946	0.034450	0.115291	0.030361	0.034556	0.029515	0.172388	0.060286	0.014940	0.060113	0.065391	0.077342
o	0.124514	0.037678	0.007745	0.015573	0.027791	0.020961	0.013035	0.024523	0.006443	0.018517	0.451941	0.014794	0.017219	0.053426	0.165839
##mel	0.285644	0.047010	0.019307	0.012923	0.047739	0.030996	0.009968	0.031956	0.005945	0.017137	0.015435	0.060570	0.012111	0.067928	0.335330
##ette	0.063290	0.007458	0.003659	0.006973	0.014160	0.011468	0.024112	0.025842	0.022622	0.007106	0.004068	0.008791	0.660989	0.046852	0.092610
.	0.193818	0.054910	0.022534	0.055303	0.042061	0.043874	0.033384	0.064550	0.030066	0.035400	0.045303	0.028121	0.033440	0.132986	0.184251
[SEP]	0.379697	0.017676	0.028167	0.032044	0.020396	0.018186	0.033565	0.039235	0.019088	0.014351	0.008772	0.013857	0.011228	0.056675	0.307062
