TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.055933	0.354021	0.110942	0.234816	0.001794	0.026069	0.008973	0.040896	0.005530	0.003837	0.001262	0.000546	0.001931	0.070173	0.083276
A	0.008585	0.012372	0.004332	0.009740	0.000059	0.000758	0.001493	0.001301	0.000347	0.000447	0.000549	0.001052	0.000317	0.011232	0.947417
person	0.031666	0.029035	0.047964	0.035347	0.002816	0.006143	0.031692	0.010050	0.015634	0.008415	0.015895	0.014946	0.016112	0.023725	0.710560
is	0.020110	0.016219	0.015344	0.022925	0.001352	0.003745	0.009413	0.003842	0.004159	0.001422	0.001619	0.001529	0.001639	0.013633	0.883049
at	0.000635	0.000405	0.002793	0.001276	0.000537	0.000715	0.017586	0.000806	0.001761	0.000585	0.000593	0.000625	0.001044	0.002243	0.968395
a	0.005508	0.004227	0.009881	0.010000	0.000953	0.003414	0.024461	0.002775	0.002236	0.000922	0.000952	0.001971	0.000830	0.012486	0.919385
diner	0.011813	0.006806	0.039613	0.008785	0.006442	0.007792	0.114243	0.006122	0.017809	0.004677	0.007353	0.029362	0.011543	0.013191	0.714449
,	0.001697	0.002529	0.009750	0.005114	0.000376	0.000686	0.004387	0.001912	0.001342	0.000372	0.000269	0.000515	0.000326	0.002356	0.968367
ordering	0.001602	0.002615	0.013283	0.003262	0.001300	0.003422	0.015431	0.003496	0.003849	0.002000	0.001115	0.001706	0.002157	0.004609	0.940152
an	0.007277	0.010826	0.019953	0.010240	0.002833	0.010553	0.025802	0.006962	0.006810	0.007696	0.003260	0.006989	0.005318	0.011964	0.863519
o	0.002821	0.001645	0.003241	0.001345	0.000564	0.000836	0.007166	0.000681	0.001370	0.000993	0.001469	0.004160	0.002249	0.003825	0.967636
##mel	0.000169	0.000176	0.000708	0.000207	0.000109	0.000238	0.003667	0.000197	0.000618	0.000996	0.000936	0.007292	0.001645	0.000920	0.982124
##ette	0.001717	0.000995	0.003494	0.001229	0.000551	0.000678	0.007215	0.001349	0.001966	0.001671	0.001329	0.004310	0.003299	0.003534	0.966662
.	0.011532	0.008128	0.013710	0.009624	0.001263	0.002169	0.009274	0.004448	0.003429	0.002690	0.002194	0.002148	0.003149	0.014940	0.911304
[SEP]	0.064725	0.087538	0.084802	0.076874	0.034318	0.055714	0.064063	0.077817	0.055253	0.059691	0.050287	0.053199	0.051847	0.068119	0.115753
