TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.194062	0.035916	0.006778	0.044656	0.017824	0.028938	0.011131	0.036303	0.019537	0.016776	0.006177	0.001750	0.006341	0.056843	0.516967
A	0.177204	0.351495	0.000086	0.001000	0.000090	0.019307	0.000353	0.004179	0.000578	0.012164	0.000066	0.000019	0.000194	0.018332	0.414933
person	0.250441	0.000897	0.402139	0.001927	0.000135	0.000171	0.000090	0.005254	0.000052	0.000080	0.000010	0.000017	0.000010	0.011948	0.326830
is	0.222580	0.012354	0.002299	0.223672	0.000209	0.001200	0.000537	0.001672	0.000253	0.000570	0.000042	0.000026	0.000032	0.014104	0.520452
at	0.257205	0.003436	0.000568	0.001158	0.400742	0.001089	0.001472	0.000740	0.000086	0.000194	0.000002	0.000014	0.000018	0.003611	0.329663
a	0.102528	0.699743	0.001123	0.010115	0.002581	0.062335	0.001079	0.001374	0.000058	0.008590	0.000013	0.000044	0.000043	0.003332	0.107041
diner	0.393544	0.036122	0.003682	0.014663	0.025308	0.011638	0.064405	0.004577	0.000266	0.001143	0.000014	0.000057	0.000367	0.004403	0.439811
,	0.222476	0.204018	0.064200	0.132684	0.019747	0.064273	0.008623	0.046322	0.001086	0.003996	0.000167	0.000082	0.000978	0.016435	0.214912
ordering	0.287830	0.024836	0.001229	0.012888	0.008406	0.013900	0.001126	0.006601	0.257843	0.000254	0.000034	0.000011	0.000017	0.003544	0.381481
an	0.070363	0.302639	0.001609	0.019768	0.006735	0.490619	0.004701	0.007585	0.000087	0.039272	0.000016	0.000024	0.000011	0.001843	0.054727
o	0.400468	0.010491	0.000970	0.009101	0.001665	0.008715	0.000275	0.014371	0.000146	0.000567	0.334460	0.000074	0.000025	0.006382	0.212289
##mel	0.341509	0.001465	0.000383	0.002833	0.006088	0.014784	0.002631	0.013192	0.000697	0.001472	0.000543	0.222191	0.000152	0.004604	0.387457
##ette	0.256358	0.007853	0.001110	0.004527	0.001416	0.011376	0.005384	0.039073	0.000464	0.000822	0.000103	0.000134	0.316340	0.007655	0.347383
.	0.161680	0.044885	0.022152	0.171762	0.035685	0.096984	0.020330	0.120132	0.018917	0.033015	0.002852	0.000865	0.003188	0.031852	0.235701
[SEP]	0.230286	0.037781	0.007646	0.049820	0.014634	0.046368	0.022429	0.046971	0.019545	0.028965	0.006892	0.007914	0.007997	0.038290	0.434461
