TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.001516	0.024814	0.008613	0.047369	0.012451	0.002777	0.011641	0.009400	0.023688	0.002940	0.003049	0.000760	0.004745	0.264366	0.581871
A	0.001440	0.065058	0.090360	0.048507	0.001553	0.000858	0.000726	0.003657	0.001762	0.000187	0.000203	0.000056	0.000163	0.002353	0.783117
person	0.004258	0.010384	0.006239	0.034742	0.001525	0.001234	0.000312	0.002279	0.000387	0.000089	0.000027	0.000009	0.000020	0.006127	0.932367
is	0.005593	0.010812	0.028903	0.039065	0.064782	0.011485	0.005108	0.013833	0.011847	0.001024	0.000309	0.000099	0.000383	0.003259	0.803497
at	0.002984	0.005776	0.005274	0.013890	0.010222	0.141315	0.188197	0.017719	0.004027	0.002031	0.002328	0.000355	0.002516	0.002876	0.600491
a	0.004909	0.004423	0.012351	0.011507	0.006287	0.020362	0.106473	0.013140	0.007771	0.000754	0.002366	0.001378	0.002050	0.003398	0.802828
diner	0.004488	0.000912	0.000686	0.002590	0.000348	0.004077	0.005511	0.004609	0.000253	0.000687	0.000587	0.000088	0.000665	0.008896	0.965604
,	0.003982	0.011131	0.003499	0.003156	0.003449	0.000702	0.000511	0.035794	0.063283	0.008203	0.001463	0.000453	0.002263	0.011057	0.851053
ordering	0.003371	0.001067	0.001332	0.001443	0.000417	0.002622	0.006177	0.002035	0.008272	0.090435	0.071938	0.007323	0.061238	0.010811	0.731520
an	0.002282	0.000326	0.000801	0.000158	0.000105	0.000323	0.000978	0.000651	0.003288	0.010134	0.029080	0.010187	0.021872	0.005960	0.913857
o	0.000577	0.000154	0.000292	0.000444	0.000049	0.000080	0.000197	0.000669	0.000260	0.001065	0.002947	0.005542	0.002833	0.003542	0.981351
##mel	0.000559	0.000225	0.000339	0.000339	0.000101	0.000182	0.000347	0.001005	0.000160	0.002159	0.003450	0.000392	0.024460	0.004637	0.961646
##ette	0.008411	0.002483	0.000447	0.004395	0.000163	0.000513	0.000287	0.009327	0.002687	0.004843	0.005125	0.000789	0.006218	0.055454	0.898858
.	0.042267	0.239589	0.031679	0.016004	0.001935	0.002454	0.001149	0.005185	0.009072	0.002071	0.000847	0.000364	0.001314	0.055294	0.590776
[SEP]	0.043570	0.035146	0.027440	0.019551	0.016793	0.021106	0.018390	0.016444	0.039218	0.017083	0.006190	0.005226	0.011256	0.083840	0.638748
