TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.123521	0.048057	0.043620	0.057630	0.031834	0.032553	0.057363	0.024519	0.047959	0.052907	0.028650	0.012615	0.032761	0.041305	0.364705
A	0.021026	0.002672	0.004242	0.006192	0.008651	0.002201	0.004003	0.002968	0.007378	0.009540	0.003295	0.004032	0.005272	0.043621	0.874907
person	0.060983	0.006104	0.003460	0.005999	0.003586	0.001880	0.004117	0.003395	0.006052	0.007003	0.003072	0.007148	0.003612	0.019817	0.863773
is	0.013659	0.005306	0.004123	0.003065	0.002164	0.001348	0.002748	0.002459	0.004269	0.004525	0.001449	0.001537	0.003985	0.026303	0.923062
at	0.075480	0.025200	0.016726	0.016297	0.004244	0.007394	0.009495	0.006151	0.018339	0.023610	0.005318	0.008635	0.006703	0.033239	0.743169
a	0.022403	0.004077	0.004984	0.006887	0.006062	0.001112	0.003842	0.002487	0.005682	0.005967	0.003273	0.003616	0.007319	0.028946	0.893341
diner	0.235396	0.015498	0.017909	0.018718	0.009246	0.008680	0.007487	0.008331	0.005710	0.013721	0.006742	0.010793	0.013522	0.026894	0.601351
,	0.067859	0.017503	0.018720	0.005541	0.000901	0.002285	0.001458	0.001410	0.001271	0.002600	0.000516	0.000388	0.000974	0.142536	0.736039
ordering	0.142151	0.018265	0.032924	0.016104	0.011911	0.011442	0.007008	0.005102	0.001421	0.012463	0.005052	0.006754	0.008767	0.051449	0.669187
an	0.102768	0.024823	0.038575	0.039000	0.038937	0.013990	0.010771	0.007277	0.003992	0.007867	0.004140	0.005187	0.012585	0.073019	0.617069
o	0.128572	0.015457	0.045978	0.027397	0.016044	0.012186	0.029637	0.003349	0.003668	0.007509	0.001357	0.003568	0.008897	0.044842	0.651538
##mel	0.170274	0.037914	0.105713	0.059962	0.012068	0.018432	0.082533	0.008397	0.005631	0.012601	0.005026	0.002498	0.017013	0.056532	0.405406
##ette	0.138983	0.024662	0.024962	0.043523	0.020855	0.018324	0.016092	0.006226	0.003397	0.010303	0.001720	0.004165	0.005262	0.034849	0.646678
.	0.104787	0.051043	0.031693	0.015896	0.003918	0.012132	0.002675	0.019958	0.003346	0.008602	0.000863	0.000673	0.001190	0.310382	0.432842
[SEP]	0.275013	0.094704	0.047664	0.048751	0.018241	0.038087	0.029753	0.032428	0.032111	0.053711	0.037131	0.022048	0.023004	0.214133	0.033220
