TOKEN	[CLS]	A	person	is	at	a	diner	,	ordering	an	o	##mel	##ette	.	[SEP]
[CLS]	0.406356	0.007229	0.012295	0.012386	0.008838	0.007355	0.012729	0.032325	0.022471	0.007666	0.005884	0.004778	0.015688	0.048801	0.395199
A	0.046957	0.032990	0.150466	0.145227	0.096641	0.032689	0.163469	0.027937	0.111982	0.018274	0.018228	0.011843	0.041128	0.020991	0.081179
person	0.046878	0.033117	0.025213	0.138029	0.069858	0.020545	0.177375	0.017550	0.241767	0.010172	0.012303	0.022934	0.106105	0.022430	0.055724
is	0.031073	0.123205	0.190488	0.023883	0.074469	0.022588	0.186463	0.009173	0.182801	0.013555	0.014882	0.022752	0.032621	0.013450	0.058598
at	0.045630	0.028321	0.128797	0.032735	0.013440	0.027743	0.283249	0.007926	0.243585	0.015321	0.008181	0.031361	0.033142	0.023016	0.077555
a	0.085308	0.040802	0.077305	0.123974	0.039296	0.018099	0.173372	0.047168	0.103802	0.016741	0.021014	0.021914	0.046636	0.066513	0.118056
diner	0.186815	0.034464	0.011925	0.118475	0.019812	0.019270	0.053242	0.073071	0.033779	0.019031	0.007104	0.009735	0.059484	0.108076	0.245716
,	0.085408	0.180495	0.053700	0.032120	0.033976	0.031182	0.028788	0.054532	0.123351	0.039799	0.033383	0.009364	0.048700	0.085760	0.159442
ordering	0.028169	0.027595	0.051181	0.084569	0.034699	0.027509	0.462738	0.015654	0.047240	0.023552	0.010580	0.036358	0.104640	0.014621	0.030894
an	0.085575	0.038174	0.032002	0.055038	0.033643	0.016290	0.157456	0.049526	0.113692	0.016345	0.029411	0.034572	0.130252	0.130494	0.077529
o	0.513255	0.001085	0.000744	0.004854	0.001051	0.002769	0.004149	0.050439	0.003269	0.003428	0.002160	0.002777	0.007777	0.131716	0.270525
##mel	0.441537	0.000502	0.000277	0.000741	0.000099	0.001005	0.000635	0.038085	0.000435	0.001442	0.000619	0.000084	0.004235	0.069528	0.440777
##ette	0.293917	0.019260	0.033086	0.032772	0.014078	0.004050	0.016771	0.040781	0.061247	0.006897	0.024269	0.041473	0.011025	0.115796	0.284579
.	0.223590	0.062424	0.034140	0.020104	0.026927	0.023023	0.015783	0.078470	0.053381	0.026636	0.015968	0.008898	0.012636	0.101407	0.296613
[SEP]	0.563753	0.000337	0.000249	0.000717	0.000222	0.000450	0.000386	0.068155	0.000495	0.000467	0.000404	0.000604	0.000949	0.135881	0.226930
